Molecule_ChEMBL_ID,Molecule_Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard_Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Potential Duplicate,Assay ChEMBL ID,BAO Label,Assay Cell Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Cell ChEMBL ID,Assay Description,Standardized_Strain,Unique_Chemicals,Unique_Strains,Final Count,Unnamed: 30,Unnamed: 31,Scaffold
CHEMBL2408992,,,288.39,0.0,0.03,HoPanAm-9,CC(C)CNC(=O)CCCNC(=O)[C@H](O)C(C)(C)CO,IC50,'=',11000.0,nM,4.958607315,,,UO_0000065,0,CHEMBL2410786,organism-based format,,CHEMBL2407032,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against intraerythrocytic Plasmodium falciparum 3D7 infected in human erythrocytes in fresh RPMI-1640 culture medium assessed as parasite growth inhibition after 96 hrs by microscopic analysis,3D7,,,,,,
CHEMBL3577239,,,785.0,2.0,-0.72,1a,CC[C@H](C)[C@H](N)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)O)[C@@H](C)CC)[C@@H](C)CC,IC50,'=',519000.0,nM,3.284832642,Outside typical range,,UO_0000065,0,CHEMBL3580326,organism-based format,,CHEMBL3576762,1,Scientific Literature,J Nat Prod,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 infected in erythrocytes by Giemsa-stained blood smears under microscopy,3D7,,,,,,
CHEMBL1644938,,,210.32,0.0,3.63,2,CCCCCC/C=C/C=C/C(=O)OCC,IC50,'=',430.0,nM,6.366531544,,,UO_0000065,0,CHEMBL1645802,organism-based format,,CHEMBL1641553,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum W2 infected in human A-positive red blood cells after 72 hrs by lactate dehydrogenase assay,W2,,,,,,
CHEMBL166256,,,218.34,0.0,3.68,2d,CCCCCCCCOOC(C)(C)OC,IC50,'=',2600.0,nM,5.585026652,,,UO_0000065,0,CHEMBL763541,organism-based format,,CHEMBL1136364,1,Scientific Literature,Bioorg Med Chem Lett,,In vitro antimalarial activity against Plasmodium falciparum FCR3,FcR3,,,,,,
CHEMBL3144388,,,206.18,0.0,1.29,NCGC00094045-01,CC(C)C[C@H](N)CS.Cl.Cl,IC50,'=',12589.25,nM,4.900000142,,,UO_0000065,0,CHEMBL1267251,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum W2 after 72 hrs by SYBR green assay,W2,,,,,,
CHEMBL2314145,,,227.15,0.0,-0.24,10b,COC(CCN(O)C(C)=O)P(=O)(O)O,IC50,'=',4000.0,nM,5.397940009,,,UO_0000065,0,CHEMBL2320618,organism-based format,,CHEMBL2311477,1,Scientific Literature,J Med Chem,,Antimalarial activity against Plasmodium falciparum K1 infected in human erythrocytes assessed as parasite growth inhibition,K1,,,,,,
CHEMBL3593461,,,531.65,1.0,9.01,4e,C/C=C/C=C/C=C/C[N+](C)(C)CCCCCCCCCCCCCCCCCC.[I-],IC50,'=',1150.0,nM,5.93930216,,,UO_0000065,0,CHEMBL3594596,organism-based format,,CHEMBL3593187,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum D10 assessed as inhibition of parasite growth after 72 hrs by parasite lactate dehydrogenase assay,D10,,,,,,
CHEMBL2036001,,,313.53,0.0,4.74,16,CCCCCCCCCCCCCC(O)CC(=O)C(C)(C)N,IC50,'=',2500.0,nM,5.602059991,,,UO_0000065,0,CHEMBL2039533,organism-based format,,CHEMBL2034950,1,Scientific Literature,ACS Med Chem Lett,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum D6 infected in O-positive human RBC assessed as [3H]-hypoxanthine incorporation after 48 hrs by scintillation counting in presence of BSA,D6,,,,,,
CHEMBL3593460,,,503.6,1.0,8.23,4d,C/C=C/C=C/C=C/C[N+](C)(C)CCCCCCCCCCCCCCCC.[I-],IC50,'=',950.0,nM,6.022276395,,,UO_0000065,0,CHEMBL3594597,organism-based format,,CHEMBL3593187,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum W2 assessed as inhibition of parasite growth after 72 hrs by parasite lactate dehydrogenase assay,W2,,,,,,
CHEMBL2408817,,,274.36,0.0,-0.36,n-PanAm-9,CC(C)CNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO,IC50,'=',1100.0,nM,5.958607315,,,UO_0000065,0,CHEMBL2410785,organism-based format,,CHEMBL2407032,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against intraerythrocytic Plasmodium falciparum 3D7 infected in human erythrocytes in heat treated RPMI-1640 culture medium assessed as parasite growth inhibition after 96 hrs by microscopic analysis,3D7,,,,,,
CHEMBL448741,DIHYDROSPINGOSINE,,301.52,0.0,4.15,NCGC00093867-01,CCCCCCCCCCCCCCC[C@@H](O)[C@@H](N)CO,IC50,'=',12589.25,nM,4.900000142,,,UO_0000065,0,CHEMBL1267251,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum W2 after 72 hrs by SYBR green assay,W2,,,,,,
CHEMBL203125,FOSMIDOMYCIN,3.0,183.1,0.0,-0.6,1,O=CN(O)CCCP(=O)(O)O,IC50,'=',880.0,nM,6.055517328,,,UO_0000065,0,CHEMBL3411607,organism-based format,,CHEMBL3407342,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against blood stage forms of chloroquine-sensitive Plasmodium falciparum 3D7 incubated for 3 days by HRP2 detection based ELISA method,3D7,,,,,,
CHEMBL119701,,,446.36,0.0,4.3,3k,C[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)C.[Br-].[Br-],IC50,'=',90.0,nM,7.045757491,,,UO_0000065,0,CHEMBL1121089,organism-based format,,CHEMBL1158566,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum 3D7 by micro dilution assay,3D7,,,,,,
CHEMBL450072,2-NONENAL,,140.23,0.0,2.71,1,CCCCCC/C=C/C=O,IC50,'=',870.0,nM,6.060480747,,,UO_0000065,0,CHEMBL1645801,organism-based format,,CHEMBL1641553,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum D10 infected in human A-positive red blood cells after 72 hrs by lactate dehydrogenase assay,D10,,,,,,
CHEMBL280065,OLEOYLETHANOLAMIDE,,325.54,1.0,5.13,N-Oleoylethanolamine,CCCCCCCC/C=C\CCCCCCCC(=O)NCCO,IC50,'=',3162.28,nM,5.499999679,,,UO_0000065,0,CHEMBL1267249,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum GB4 after 72 hrs by SYBR green assay,GB4,,,,,,
CHEMBL280065,OLEOYLETHANOLAMIDE,,325.54,1.0,5.13,NCGC00025182-02,CCCCCCCC/C=C\CCCCCCCC(=O)NCCO,IC50,'=',1995.26,nM,5.700000504,,,UO_0000065,0,CHEMBL1267251,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum W2 after 72 hrs by SYBR green assay,W2,,,,,,
CHEMBL1134,DECAMETHONIUM BROMIDE,4.0,418.3,0.0,3.52,NCGC00093814-01,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C.[Br-].[Br-],IC50,'=',398.11,nM,6.399996913,,,UO_0000065,0,CHEMBL1267245,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum 3D7 after 72 hrs by SYBR green assay,3D7,,,,,,
CHEMBL50300,FOSFONET,2.0,140.03,0.0,-0.75,NCGC00094288-01,O=C(O)CP(=O)(O)O,IC50,'=',10000.0,nM,5.0,,,UO_0000065,0,CHEMBL1267251,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum W2 after 72 hrs by SYBR green assay,W2,,,,,,
CHEMBL494887,TETRAISOPROPYL PYROPHOSPHORAMIDE,,342.36,0.0,3.21,NCGC00094438-01,CC(C)NP(=O)(NC(C)C)OP(=O)(NC(C)C)NC(C)C,IC50,'=',10000.0,nM,5.0,,,UO_0000065,0,CHEMBL1267245,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum 3D7 after 72 hrs by SYBR green assay,3D7,,,,,,
CHEMBL1627290,,,222.31,0.0,0.64,NCGC00093696-01,CCCC[S+](=N)([O-])CCC(N)C(=O)O,IC50,'=',15848.93,nM,4.800000053,,,UO_0000065,0,CHEMBL1267246,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum 7G8 after 72 hrs by SYBR green assay,7G8,,,,,,
CHEMBL2012484,,,425.42,0.0,2.93,5,CN(O)C(=O)CCCP(=O)(OCOC(=O)C(C)(C)C)OCOC(=O)C(C)(C)C,IC50,'=',730.0,nM,6.13667714,,,UO_0000065,0,CHEMBL4321411,organism-based format,,CHEMBL4316625,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against Plasmodium falciparum K1 infected in human erythrocytes assessed as reduction in parasite multiplication incubated for 72 hrs by Malstat method,K1,,,,,,
CHEMBL1256182,,,281.02,0.0,-0.43,NCGC00093585-01,Br.Br.N=C(N)SCCN,IC50,'=',10000.0,nM,5.0,,,UO_0000065,0,CHEMBL1267245,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum 3D7 after 72 hrs by SYBR green assay,3D7,,,,,,
CHEMBL1256147,,,173.58,0.0,0.24,"NCGC00093599-01, SKF-97541 hydrochloride",CP(=O)(O)CCCN.Cl,IC50,'=',2511.89,nM,5.599999383,,,UO_0000065,0,CHEMBL1267250,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum HB3 after 72 hrs by SYBR green assay,HB3,,,,,,
CHEMBL205338,FR-900098,,197.13,0.0,-0.21,FR-900098,CC(=O)N(O)CCCP(=O)(O)O,IC50,'=',320.0,nM,6.494850022,,,UO_0000065,0,CHEMBL860879,organism-based format,,CHEMBL1146140,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against Plasmodium falciparum 3D7,3D7,,,,,,
CHEMBL1688688,,,326.42,1.0,0.29,14,N=C(N)NCCCCCCCCNC(=N)N.O=S(=O)(O)O,IC50,'=',106.0,nM,6.974694135,,,UO_0000065,0,CHEMBL1697540,organism-based format,,CHEMBL1687739,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against erythrocytic stage of chloroquine - and pyrimethamine-resistant Plasmodium falciparum K1 assessed as [3H]hypoxanthine incorporation after 48 hrs,K1,,,,,,
CHEMBL434435,TETRAETHYLAMMONIUM CHLORIDE,-1.0,165.71,0.0,1.88,NCGC00094439-01,CC[N+](CC)(CC)CC.[Cl-],IC50,'=',12589.25,nM,4.900000142,,,UO_0000065,0,CHEMBL1267247,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum D10 after 72 hrs by SYBR green assay,D10,,,,,,
CHEMBL434435,TETRAETHYLAMMONIUM CHLORIDE,-1.0,165.71,0.0,1.88,NCGC00094439-01,CC[N+](CC)(CC)CC.[Cl-],IC50,'=',12589.25,nM,4.900000142,,,UO_0000065,0,CHEMBL1267251,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum W2 after 72 hrs by SYBR green assay,W2,,,,,,
CHEMBL161343,ARACHIDONOYL GLYCINE,,361.53,1.0,5.33,NCGC00093582-01,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCC(=O)O,IC50,'=',15848.93,nM,4.800000053,,,UO_0000065,0,CHEMBL1267249,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum GB4 after 72 hrs by SYBR green assay,GB4,,,,,,
CHEMBL320497,SUBEROHYDROXAMIC ACID,,204.23,0.0,0.34,SAHA,O=C(CCCCCCC(=O)NO)NO,IC50,'=',1780.0,nM,5.749579998,,,UO_0000065,0,CHEMBL1261994,organism-based format,,CHEMBL1255291,1,Scientific Literature,Antimicrob Agents Chemother,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum W2 infected in O+ human erythrocytes by [3H]hypoxanthine incorporation assay,W2,,,,,,
CHEMBL1134,DECAMETHONIUM BROMIDE,4.0,418.3,0.0,3.52,NCGC00093814-01,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C.[Br-].[Br-],IC50,'=',1584.89,nM,5.800000875,,,UO_0000065,0,CHEMBL1267250,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum HB3 after 72 hrs by SYBR green assay,HB3,,,,,,
CHEMBL448741,DIHYDROSPINGOSINE,,301.52,0.0,4.15,NCGC00093867-01,CCCCCCCCCCCCCCC[C@@H](O)[C@@H](N)CO,IC50,'=',10000.0,nM,5.0,,,UO_0000065,0,CHEMBL1267246,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum 7G8 after 72 hrs by SYBR green assay,7G8,,,,,,
CHEMBL205338,FR-900098,,197.13,0.0,-0.21,FR-900098,CC(=O)N(O)CCCP(=O)(O)O,IC50,'=',240.0,nM,6.619788758,,,UO_0000065,0,CHEMBL870712,organism-based format,,CHEMBL1146121,1,Scientific Literature,J Med Chem,,Inhibition of Plasmodium falciparum 3D7,3D7,,,,,,
CHEMBL50300,FOSFONET,2.0,140.03,0.0,-0.75,NCGC00094288-01,O=C(O)CP(=O)(O)O,IC50,'=',10000.0,nM,5.0,,,UO_0000065,0,CHEMBL1267245,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum 3D7 after 72 hrs by SYBR green assay,3D7,,,,,,
CHEMBL402771,,,578.83,2.0,7.05,27a,CC(=O)OC[C@](C)(O)[C@@H](CC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H](O)C(C)(C)O)OC(C)=O,IC50,'=',113000.0,nM,3.946921557,Outside typical range,,UO_0000065,0,CHEMBL934790,organism-based format,,CHEMBL1144785,1,Scientific Literature,J Nat Prod,,Antiplasmodial activity against chloroquine-susceptible Plasmodium falciparum FCR3,FcR3,,,,,,
CHEMBL3144388,,,206.18,0.0,1.29,NCGC00094045-01,CC(C)C[C@H](N)CS.Cl.Cl,IC50,'=',10000.0,nM,5.0,,,UO_0000065,0,CHEMBL1267248,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum Dd2 after 72 hrs by SYBR green assay,Dd2,,,,,,
CHEMBL280065,OLEOYLETHANOLAMIDE,,325.54,1.0,5.13,NCGC00025182-02,CCCCCCCC/C=C\CCCCCCCC(=O)NCCO,IC50,'=',6309.57,nM,5.200000237,,,UO_0000065,0,CHEMBL1267247,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum D10 after 72 hrs by SYBR green assay,D10,,,,,,
CHEMBL304784,,,383.53,0.0,1.94,ALLN,CCCC[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(C)=O,IC50,'=',640.0,nM,6.193820026,,,UO_0000065,0,CHEMBL2341234,cell-based format,,CHEMBL2331171,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against Plasmodium falciparum FCR-3 infected in erythrocytes assessed as reduction in parasitemia after 72 hrs by light microscopic analysis,FcR3,,,,,,
CHEMBL542448,HYDROXYLAMMONIUM CHLORIDE,,69.49,0.0,-0.67,NCGC00094004-01,Cl.NO,IC50,'=',10000.0,nM,5.0,,,UO_0000065,0,CHEMBL1267245,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum 3D7 after 72 hrs by SYBR green assay,3D7,,,,,,
CHEMBL1255757,,,127.53,0.0,-1.04,NCGC00093533-01,Cl.NOCC(=O)O,IC50,'=',10000.0,nM,5.0,,,UO_0000065,0,CHEMBL1267247,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum D10 after 72 hrs by SYBR green assay,D10,,,,,,
CHEMBL280065,OLEOYLETHANOLAMIDE,,325.54,1.0,5.13,NCGC00025182-02,CCCCCCCC/C=C\CCCCCCCC(=O)NCCO,IC50,'=',7943.28,nM,5.100000128,,,UO_0000065,0,CHEMBL1267248,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum Dd2 after 72 hrs by SYBR green assay,Dd2,,,,,,
CHEMBL348399,TERT-BUTYL HYDROPEROXIDE,,90.12,0.0,1.27,44,CC(C)(C)OO,IC50,'=',203000.0,nM,3.692503962,Outside typical range,,UO_0000065,0,CHEMBL5334339,organism-based format,,CHEMBL5331119,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against Plasmodium falciparum D6,D6,,,,,,
CHEMBL1609891,BUTHIONINE SULFOXIMINE,1.0,222.31,0.0,0.64,NCGC00093690-01,CCCC[S+](=N)([O-])CC[C@H](N)C(=O)O,IC50,'=',7943.28,nM,5.100000128,,,UO_0000065,0,CHEMBL1267251,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum W2 after 72 hrs by SYBR green assay,W2,,,,,,
CHEMBL4279252,,,762.15,2.0,13.62,21d,CCCCCCCCCCCCCCCCOCCCOP(=O)(CCCC(=O)N(C)O)OCCCOCCCCCCCCCCCCCCCC,IC50,'=',42000.0,nM,4.37675071,,,UO_0000065,0,CHEMBL4269457,organism-based format,,CHEMBL4266002,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum K1 infected in human erythrocytes measured after 72 hrs Malstat/NBT reagent based assay,K1,,,,,,
CHEMBL3103258,,,423.4,0.0,3.06,3,CC(=O)N(O)C/C=C/P(=O)(OCOC(=O)C(C)(C)C)OCOC(=O)C(C)(C)C,IC50,'=',18.0,nM,7.744727495,,,UO_0000065,0,CHEMBL4201411,organism-based format,,CHEMBL4196192,1,Scientific Literature,J Med Chem,,Growth inhibition of Plasmodium falciparum 3D7 asynchronous cultures by PicoGreen dye based assay,3D7,,,,,,
CHEMBL299491,,,248.11,0.0,0.18,16,CCCCC(O)(P(=O)(O)O)P(=O)(O)O,IC50,'=',56700.0,nM,4.246416941,,,UO_0000065,0,CHEMBL753354,organism-based format,,CHEMBL1134372,1,Scientific Literature,J Med Chem,,Inhibition of Plasmodium falciparum 3D7 in erythrocytes,3D7,,,,,,
CHEMBL203125,FOSMIDOMYCIN,3.0,183.1,0.0,-0.6,fosmidomycin,O=CN(O)CCCP(=O)(O)O,IC50,'=',1100.0,nM,5.958607315,,,UO_0000065,0,CHEMBL860879,organism-based format,,CHEMBL1146140,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against Plasmodium falciparum 3D7,3D7,,,,,,
CHEMBL1256147,,,173.58,0.0,0.24,"NCGC00093599-01, SKF-97541 hydrochloride",CP(=O)(O)CCCN.Cl,IC50,'=',3162.28,nM,5.499999679,,,UO_0000065,0,CHEMBL1267246,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum 7G8 after 72 hrs by SYBR green assay,7G8,,,,,,
CHEMBL434435,TETRAETHYLAMMONIUM CHLORIDE,-1.0,165.71,0.0,1.88,NCGC00094439-01,CC[N+](CC)(CC)CC.[Cl-],IC50,'=',12589.25,nM,4.900000142,,,UO_0000065,0,CHEMBL1267249,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum GB4 after 72 hrs by SYBR green assay,GB4,,,,,,
CHEMBL4447874,,,479.56,0.0,2.94,4,CCOC(=O)[C@H](CC(C)C)NP(=O)(CCCC(=O)N(C)O)N[C@@H](CC(C)C)C(=O)OCC,IC50,'=',4830.0,nM,5.316052869,,,UO_0000065,0,CHEMBL4321384,organism-based format,,CHEMBL4316623,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against Chloroquine-resistant Plasmodium falciparum K1 measured after 72 hrs by malstat/NBT dye based assay,K1,,,,,,
CHEMBL3216983,,,505.67,1.0,2.25,33,CCCNC(=S)NCCCNCCCCCCNCCCNC(=S)NCCC.Cl.Cl,IC50,'=',425.0,nM,6.37161107,,,UO_0000065,0,CHEMBL1832683,organism-based format,,CHEMBL1828516,1,Scientific Literature,J Med Chem,,Antimalarial activity against drug-sensitive Plasmodium falciparum 3D7 infected in human erythrocytes after 96 hrs by SYBR Green I-based fluorescence assay,3D7,,,,,,
CHEMBL2164257,FOSMIDOMYCIN SODIUM,,205.08,0.0,-0.6,1,O=CN(O)CCCP(=O)([O-])O.[Na+],IC50,'=',1730.0,nM,5.761953897,,,UO_0000065,0,CHEMBL4321411,organism-based format,,CHEMBL4316625,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against Plasmodium falciparum K1 infected in human erythrocytes assessed as reduction in parasite multiplication incubated for 72 hrs by Malstat method,K1,,,,,,
CHEMBL4473938,,,496.49,0.0,3.21,6e,CCNC(=O)ON(C)C(=O)CCCP(=O)(OCOC(=O)C(C)(C)C)OCOC(=O)C(C)(C)C,IC50,'=',2520.0,nM,5.598599459,,,UO_0000065,0,CHEMBL4321411,organism-based format,,CHEMBL4316625,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against Plasmodium falciparum K1 infected in human erythrocytes assessed as reduction in parasite multiplication incubated for 72 hrs by Malstat method,K1,,,,,,
CHEMBL1085945,,,265.63,0.0,0.36,rac-5a,CC(=O)N(O)CCC(Cl)P(=O)(O)O.N.N,IC50,'=',820.0,nM,6.086186148,,,UO_0000065,0,CHEMBL1118494,organism-based format,,CHEMBL1155443,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against Plasmodium falciparum Ghana by micro dilution assay,GHA,,,,,,
CHEMBL119701,,,446.36,0.0,4.3,3k,C[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)C.[Br-].[Br-],IC50,'=',395.0,nM,6.403402904,,,UO_0000065,0,CHEMBL1121088,organism-based format,,CHEMBL1158566,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum 3D7 assessed as parasite-specific LDH release after 72 hrs by Malstat assay,3D7,,,,,,
CHEMBL479457,,,370.49,0.0,3.55,5,CC(=O)O/N=C(/N)CCCCCCCCCCCCC(=N)NOC(C)=O,IC50,'=',1400.0,nM,5.853871964,,,UO_0000065,0,CHEMBL1023752,organism-based format,,CHEMBL1143339,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity after 48 hrs against chloroquine-sensitive Plasmodium falciparum Nigerian by [3H]hypoxanthine uptake,Nigerian,,,,,,
CHEMBL245042,,,282.48,0.0,4.06,M64,CC(=N)NCCCCCCCCCCCCNC(C)=N,IC50,'=',2.0,nM,8.698970004,,,UO_0000065,0,CHEMBL1023752,organism-based format,,CHEMBL1143339,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity after 48 hrs against chloroquine-sensitive Plasmodium falciparum Nigerian by [3H]hypoxanthine uptake,Nigerian,,,,,,
CHEMBL161343,ARACHIDONOYL GLYCINE,,361.53,1.0,5.33,NCGC00093582-01,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCC(=O)O,IC50,'=',15848.93,nM,4.800000053,,,UO_0000065,0,CHEMBL1267245,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum 3D7 after 72 hrs by SYBR green assay,3D7,,,,,,
CHEMBL2408978,,,306.43,0.0,-0.26,n-PanAm-20,CSCCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO,IC50,'=',143000.0,nM,3.844663963,Outside typical range,,UO_0000065,0,CHEMBL2410786,organism-based format,,CHEMBL2407032,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against intraerythrocytic Plasmodium falciparum 3D7 infected in human erythrocytes in fresh RPMI-1640 culture medium assessed as parasite growth inhibition after 96 hrs by microscopic analysis,3D7,,,,,,
CHEMBL2408817,,,274.36,0.0,-0.36,n-PanAm-9,CC(C)CNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO,IC50,'=',200000.0,nM,3.698970004,Outside typical range,,UO_0000065,0,CHEMBL2410786,organism-based format,,CHEMBL2407032,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against intraerythrocytic Plasmodium falciparum 3D7 infected in human erythrocytes in fresh RPMI-1640 culture medium assessed as parasite growth inhibition after 96 hrs by microscopic analysis,3D7,,,,,,
CHEMBL4521120,,,565.64,2.0,5.75,6b,CCCCCCCCC(=O)ON(C)C(=O)CCCP(=O)(OCOC(=O)C(C)(C)C)OCOC(=O)C(C)(C)C,IC50,'=',1410.0,nM,5.850780887,,,UO_0000065,0,CHEMBL4321411,organism-based format,,CHEMBL4316625,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against Plasmodium falciparum K1 infected in human erythrocytes assessed as reduction in parasite multiplication incubated for 72 hrs by Malstat method,K1,,,,,,
CHEMBL55810,,,374.35,0.0,3.69,NBP11,CCCCCCCCCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,IC50,'=',2120.0,nM,5.673664139,,,UO_0000065,0,CHEMBL5150360,organism-based format,Erythrocyte,CHEMBL5149966,1,Scientific Literature,J Med Chem,CHEMBL3833281,Antiparasitic activity against Plasmodium falciparum 3D7 infected in human erythrocyte assessed as intraerythrocytic growth inhibition incubated for 24 hrs followed by [3H]hypoxanthine addition by microbeta scintillation counter analysis,3D7,,,,,,
CHEMBL4439319,,,507.61,1.0,3.72,19h,CC(C)C[C@H](NP(=O)(CCCC(=O)N(C)O)N[C@@H](CC(C)C)C(=O)OC(C)C)C(=O)OC(C)C,IC50,'=',4970.0,nM,5.303643611,,,UO_0000065,0,CHEMBL4424188,organism-based format,,CHEMBL4422657,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum K1 infected in human erythrocytes measured after 72 hrs Malstat/NBT reagent based assay,K1,,,,,,
CHEMBL203125,FOSMIDOMYCIN,3.0,183.1,0.0,-0.6,"fosmidomycin, 4",O=CN(O)CCCP(=O)(O)O,IC50,'=',1200.0,nM,5.920818754,,,UO_0000065,0,CHEMBL922680,organism-based format,,CHEMBL1143891,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against Plasmodium falciparum 3D7 in infected human erythrocytes after 48 hrs,3D7,,,,,,
