Chemical,Count
CHEMBL173187,1
CHEMBL489104,3
CHEMBL62591,2
CHEMBL2170035,4
CHEMBL3603869,2
CHEMBL158327,4
CHEMBL2368396,2
CHEMBL1198920,2
CHEMBL3093740,2
CHEMBL3603984,2
CHEMBL2181207,4
CHEMBL3108886,2
CHEMBL2069616,2
CHEMBL3603882,1
CHEMBL3603903,1
CHEMBL1198917,2
CHEMBL475814,1
CHEMBL486704,1
CHEMBL482881,1
CHEMBL484303,1
CHEMBL3752970,2
CHEMBL3753506,2
CHEMBL53427,1
CHEMBL255062,1
CHEMBL75414,1
CHEMBL272012,2
CHEMBL272013,2
CHEMBL270316,2
CHEMBL407948,2
CHEMBL269917,2
CHEMBL270773,2
CHEMBL211665,2
CHEMBL210188,4
CHEMBL1162928,2
CHEMBL257014,2
CHEMBL166,1
CHEMBL1852148,2
CHEMBL3883992,2
CHEMBL3884201,2
CHEMBL3819435,2
CHEMBL3818954,2
CHEMBL3819493,2
CHEMBL3818983,2
CHEMBL3819205,2
CHEMBL3818858,2
CHEMBL3818839,2
CHEMBL3824189,1
CHEMBL4754983,1
CHEMBL253266,1
CHEMBL2062885,2
CHEMBL2062889,2
CHEMBL2063016,2
CHEMBL2058097,2
CHEMBL3918399,1
CHEMBL3890355,1
CHEMBL272987,1
CHEMBL430219,2
CHEMBL3781420,1
CHEMBL3780946,1
CHEMBL3585408,2
CHEMBL2146534,2
CHEMBL2146540,2
CHEMBL2146543,2
CHEMBL2146549,2
CHEMBL2071293,2
CHEMBL141749,2
CHEMBL52822,1
CHEMBL3818556,2
CHEMBL3815080,1
CHEMBL199543,1
CHEMBL140431,1
CHEMBL4210014,2
CHEMBL227467,1
CHEMBL4087250,2
CHEMBL4066863,2
CHEMBL227919,1
CHEMBL3765542,3
CHEMBL3765809,3
CHEMBL3765718,3
CHEMBL3765334,1
CHEMBL389055,1
CHEMBL227613,1
CHEMBL88965,1
CHEMBL3765455,5
CHEMBL391732,2
CHEMBL598494,3
CHEMBL525112,3
CHEMBL518332,2
CHEMBL532,5
CHEMBL468199,1
CHEMBL365971,5
CHEMBL442642,1
CHEMBL3759793,2
CHEMBL3758561,2
CHEMBL235087,3
CHEMBL3753794,2
CHEMBL3753756,2
CHEMBL264547,1
CHEMBL1929341,2
CHEMBL1927481,2
CHEMBL4160376,2
CHEMBL147876,2
CHEMBL2368045,1
CHEMBL4067814,2
CHEMBL3238454,1
CHEMBL3238461,1
CHEMBL4163472,2
CHEMBL3291242,1
CHEMBL3138377,2
CHEMBL4169796,7
CHEMBL4166340,1
CHEMBL3261973,2
CHEMBL3261976,1
CHEMBL3233380,1
CHEMBL2024443,2
CHEMBL138020,1
CHEMBL2030022,1
CHEMBL2030011,2
CHEMBL4635382,1
CHEMBL4646365,1
CHEMBL4474197,2
CHEMBL4573214,2
CHEMBL4082333,2
CHEMBL4071832,2
CHEMBL4070032,2
CHEMBL2332994,2
CHEMBL2333007,2
CHEMBL1823927,1
CHEMBL4434696,1
CHEMBL319162,1
CHEMBL4205016,2
CHEMBL4092235,1
CHEMBL4101555,2
CHEMBL4094940,2
CHEMBL4104468,2
CHEMBL3770283,2
CHEMBL271555,2
CHEMBL2322222,2
CHEMBL193222,5
CHEMBL2234254,2
CHEMBL3764676,3
CHEMBL3813761,1
CHEMBL3603865,1
CHEMBL1946740,1
CHEMBL3781446,1
CHEMBL265830,1
CHEMBL4163352,1
CHEMBL1851940,2
CHEMBL1851741,2
CHEMBL4130053,2
CHEMBL1902352,1
CHEMBL3264191,3
CHEMBL3233381,1
CHEMBL3261977,2
CHEMBL4085692,2
CHEMBL4094355,2
CHEMBL3780605,1
CHEMBL174960,1
CHEMBL4543749,1
CHEMBL4559666,1
CHEMBL3264507,3
CHEMBL3233385,1
CHEMBL3233365,2
CHEMBL3261971,2
CHEMBL4099683,3
CHEMBL4071478,1
CHEMBL3617338,1
CHEMBL373799,1
CHEMBL3238462,2
CHEMBL3581291,1
CHEMBL3581289,1
CHEMBL252753,1
CHEMBL4455374,1
CHEMBL4456696,1
CHEMBL1822440,1
CHEMBL3264172,3
CHEMBL3264177,3
CHEMBL4086587,2
CHEMBL4071497,1
CHEMBL4101352,1
CHEMBL4469045,1
CHEMBL3600549,1
CHEMBL404032,3
CHEMBL4165689,2
CHEMBL4163302,2
CHEMBL4173502,2
CHEMBL4174722,2
CHEMBL4088229,1
CHEMBL147860,2
CHEMBL2368854,1
CHEMBL1828819,1
CHEMBL1828818,1
CHEMBL3264502,3
CHEMBL406574,1
CHEMBL4442279,1
CHEMBL4450778,1
CHEMBL4558658,3
CHEMBL3637890,1
CHEMBL588781,1
CHEMBL1404608,3
CHEMBL597856,1
CHEMBL586864,3
CHEMBL604099,3
CHEMBL601821,5
CHEMBL531095,3
CHEMBL4203304,1
CHEMBL3260215,2
CHEMBL4537137,3
CHEMBL4099448,2
CHEMBL4074523,2
CHEMBL4159522,1
CHEMBL153137,1
CHEMBL3603876,1
CHEMBL3603896,1
CHEMBL3603902,1
CHEMBL4210560,1
CHEMBL4063238,2
CHEMBL4081411,2
CHEMBL4092648,2
CHEMBL3601847,1
CHEMBL219419,4
CHEMBL2207904,1
CHEMBL2207909,1
CHEMBL2207883,1
CHEMBL258800,3
CHEMBL259648,3
CHEMBL433926,2
CHEMBL4128482,1
CHEMBL4077734,2
CHEMBL405857,2
CHEMBL4128581,1
CHEMBL4127802,1
CHEMBL4125845,1
CHEMBL1162156,1
CHEMBL1203959,1
CHEMBL3216323,1
CHEMBL3038035,1
CHEMBL139446,1
CHEMBL4064444,2
CHEMBL4074083,2
CHEMBL4077982,2
CHEMBL4074966,1
CHEMBL4072657,2
CHEMBL1097787,2
CHEMBL405915,1
CHEMBL4093177,1
CHEMBL4094270,1
CHEMBL3216465,1
CHEMBL4073644,1
CHEMBL411530,4
CHEMBL3735425,2
CHEMBL4878749,2
CHEMBL4865116,2
CHEMBL4063865,1
CHEMBL4080679,2
CHEMBL4088553,1
CHEMBL4090860,1
CHEMBL1813267,1
CHEMBL4094654,1
CHEMBL4171783,1
CHEMBL96830,6
CHEMBL411132,2
CHEMBL270522,2
CHEMBL2331692,1
CHEMBL2331697,1
CHEMBL270315,4
CHEMBL256677,2
CHEMBL4165621,2
CHEMBL4166967,2
CHEMBL4159425,2
CHEMBL4173884,1
CHEMBL3600553,1
CHEMBL227700,1
CHEMBL385202,1
CHEMBL5422042,1
CHEMBL4289704,1
CHEMBL4290506,2
CHEMBL3589008,1
CHEMBL3589915,1
CHEMBL3589006,1
CHEMBL5433592,2
CHEMBL1277319,1
CHEMBL1276956,1
CHEMBL487389,2
CHEMBL1161185,2
CHEMBL1187217,2
CHEMBL22532,2
CHEMBL1641669,2
CHEMBL1641670,2
CHEMBL1641675,2
CHEMBL4778306,1
CHEMBL4797251,3
CHEMBL173099,1
CHEMBL5181032,1
CHEMBL54903,1
CHEMBL443023,1
CHEMBL328920,1
CHEMBL4561025,2
CHEMBL4576398,2
CHEMBL4578631,2
CHEMBL298436,2
CHEMBL1288752,3
CHEMBL1288755,3
CHEMBL598335,5
CHEMBL1290094,2
CHEMBL1288753,3
CHEMBL1288756,3
CHEMBL1289773,3
CHEMBL97247,1
CHEMBL336255,1
CHEMBL425327,1
CHEMBL150780,2
CHEMBL92197,4
CHEMBL228005,1
CHEMBL4755475,2
CHEMBL1929188,2
CHEMBL1929190,2
CHEMBL1929347,2
CHEMBL1929338,2
CHEMBL487602,2
CHEMBL3933367,2
CHEMBL3906346,2
CHEMBL3896883,2
CHEMBL4936536,3
CHEMBL1542567,2
CHEMBL5011715,3
CHEMBL567557,3
CHEMBL578587,1
CHEMBL4637379,1
CHEMBL2314630,1
CHEMBL2368408,1
CHEMBL4955045,3
CHEMBL4930658,5
CHEMBL4978667,4
CHEMBL4959254,4
CHEMBL5019642,4
CHEMBL4947662,3
CHEMBL1651049,1
CHEMBL3617454,1
CHEMBL4088000,2
CHEMBL4069858,2
CHEMBL355168,2
CHEMBL345055,2
CHEMBL3781601,1
CHEMBL3781190,1
CHEMBL3780843,1
CHEMBL4873570,2
CHEMBL2386195,2
CHEMBL3238452,2
CHEMBL2368522,1
CHEMBL388948,1
CHEMBL563578,2
CHEMBL549704,1
CHEMBL561683,3
CHEMBL556237,3
CHEMBL556306,3
CHEMBL559324,3
CHEMBL538889,2
CHEMBL538145,2
CHEMBL563755,1
CHEMBL550720,2
CHEMBL555134,2
CHEMBL1289923,1
CHEMBL218153,2
CHEMBL2431012,2
CHEMBL243561,1
CHEMBL412612,1
CHEMBL2164257,9
CHEMBL2426544,1
CHEMBL373697,1
CHEMBL4209396,2
CHEMBL4213779,2
CHEMBL3262109,1
CHEMBL2337124,1
CHEMBL230956,1
CHEMBL229992,1
CHEMBL459423,2
CHEMBL4217154,2
CHEMBL395401,2
CHEMBL395170,3
CHEMBL2435554,2
CHEMBL2435552,2
CHEMBL3814594,1
CHEMBL3815022,1
CHEMBL2334367,6
CHEMBL2334401,3
CHEMBL2017313,1
CHEMBL2017319,1
CHEMBL2017468,1
CHEMBL2030008,1
CHEMBL2030041,1
CHEMBL2030048,2
CHEMBL2030057,2
CHEMBL2030062,2
CHEMBL2030324,1
CHEMBL2030333,2
CHEMBL1276474,2
CHEMBL1276439,2
CHEMBL1276387,2
CHEMBL1276385,1
CHEMBL3262124,1
CHEMBL2373964,1
CHEMBL2373963,1
CHEMBL236689,1
CHEMBL3930300,1
CHEMBL3891589,1
CHEMBL4751007,1
CHEMBL121004,1
CHEMBL524065,9
CHEMBL1822422,2
CHEMBL600319,2
CHEMBL2237702,2
CHEMBL2237699,2
CHEMBL570849,2
CHEMBL2237696,2
CHEMBL245154,3
CHEMBL555144,1
CHEMBL2314633,1
CHEMBL2314645,1
CHEMBL2314636,1
CHEMBL2314626,1
CHEMBL388890,6
CHEMBL3238449,1
CHEMBL2368174,4
CHEMBL1440,6
CHEMBL143522,2
CHEMBL322258,1
CHEMBL561057,1
CHEMBL3236258,1
CHEMBL2407842,3
CHEMBL2407844,3
CHEMBL2407841,3
CHEMBL2407834,4
CHEMBL2335237,3
CHEMBL568308,1
CHEMBL4444730,1
CHEMBL4461884,2
CHEMBL3234082,2
CHEMBL2377322,1
CHEMBL2377316,1
CHEMBL2377315,1
CHEMBL2377308,1
CHEMBL2377298,1
CHEMBL1830988,1
CHEMBL1828654,2
CHEMBL4544750,2
CHEMBL1807627,1
CHEMBL1807633,1
CHEMBL1807750,3
CHEMBL4514289,2
CHEMBL4438965,2
CHEMBL2012962,2
CHEMBL4228623,2
CHEMBL165486,1
CHEMBL2408807,2
CHEMBL2408979,2
CHEMBL2414254,2
CHEMBL545328,7
CHEMBL1257082,7
CHEMBL2431006,4
CHEMBL4286222,2
CHEMBL1682467,3
CHEMBL1682583,3
CHEMBL1811932,1
CHEMBL1818627,2
CHEMBL1830115,1
CHEMBL1830118,6
CHEMBL1822429,1
CHEMBL2437277,1
CHEMBL2437279,1
CHEMBL2437275,1
CHEMBL2437282,1
CHEMBL4476546,1
CHEMBL1830994,1
CHEMBL1830985,2
CHEMBL2435758,1
CHEMBL2435775,1
CHEMBL2435773,1
CHEMBL2435783,1
CHEMBL2435781,1
CHEMBL2435767,1
CHEMBL369696,1
CHEMBL1807626,1
CHEMBL4529933,8
CHEMBL4579700,8
CHEMBL4531725,4
CHEMBL4562828,5
CHEMBL4516757,3
CHEMBL4212362,2
CHEMBL4465617,4
CHEMBL4471398,4
CHEMBL4571858,5
CHEMBL4457749,7
CHEMBL4554608,4
CHEMBL4569227,4
CHEMBL4207489,3
CHEMBL4215001,2
CHEMBL4204693,1
CHEMBL4207631,1
CHEMBL4214948,1
CHEMBL4211529,2
CHEMBL4216445,1
CHEMBL4211817,1
CHEMBL4203925,2
CHEMBL4216739,1
CHEMBL4202613,2
CHEMBL4210400,2
CHEMBL4203930,1
CHEMBL4208659,2
CHEMBL96500,2
CHEMBL3102865,2
CHEMBL3088351,2
CHEMBL3234044,2
CHEMBL3234080,2
CHEMBL3217052,1
CHEMBL3215722,1
CHEMBL2431480,2
CHEMBL2431522,2
CHEMBL2431518,2
CHEMBL4553000,1
CHEMBL4453475,1
CHEMBL4437677,1
CHEMBL2368250,2
CHEMBL3264811,1
CHEMBL3415868,4
CHEMBL3127252,2
CHEMBL2334025,4
CHEMBL2334055,4
CHEMBL2334043,2
CHEMBL4513754,4
CHEMBL4573274,8
CHEMBL4207300,1
CHEMBL2333013,3
CHEMBL2333003,2
CHEMBL4446137,2
CHEMBL4443325,2
CHEMBL4577649,2
CHEMBL2058040,4
CHEMBL3604388,2
CHEMBL1796410,2
CHEMBL1796434,2
CHEMBL1796537,2
CHEMBL1796564,2
CHEMBL1800830,2
CHEMBL1800831,2
CHEMBL1800767,2
CHEMBL1800636,2
CHEMBL1796433,2
CHEMBL1796560,2
CHEMBL1796566,2
CHEMBL1796417,2
CHEMBL2332997,2
CHEMBL2333014,2
CHEMBL2334372,2
CHEMBL2334393,4
CHEMBL2337667,1
CHEMBL3234053,2
CHEMBL2337352,2
CHEMBL3581853,1
CHEMBL3581851,1
CHEMBL3581821,1
CHEMBL3581808,1
CHEMBL3261880,1
CHEMBL3261881,1
CHEMBL1198935,3
CHEMBL1198934,2
CHEMBL41629,2
CHEMBL3577236,1
CHEMBL3577183,2
CHEMBL3260209,2
CHEMBL330342,2
CHEMBL1807310,1
CHEMBL4538939,1
CHEMBL4450941,1
CHEMBL4434685,2
CHEMBL4594166,2
CHEMBL611923,1
CHEMBL571294,1
CHEMBL4218640,1
CHEMBL4208885,2
CHEMBL3289794,2
CHEMBL3397100,2
CHEMBL3401063,2
CHEMBL3401309,3
CHEMBL33284,2
CHEMBL3311427,2
CHEMBL3309526,2
CHEMBL3309524,2
CHEMBL3797438,1
CHEMBL3798653,1
CHEMBL3800229,1
CHEMBL3798893,1
CHEMBL3799566,1
CHEMBL3814078,1
CHEMBL3353667,2
CHEMBL1186058,1
CHEMBL255056,1
CHEMBL3298390,1
CHEMBL3288915,1
CHEMBL3288924,1
CHEMBL3589984,1
CHEMBL3589985,1
CHEMBL3238458,1
CHEMBL3233230,1
CHEMBL3404023,2
CHEMBL3120275,1
CHEMBL3120299,2
CHEMBL3120293,2
CHEMBL3234079,2
CHEMBL3234057,2
CHEMBL2442611,1
CHEMBL3314070,1
CHEMBL91087,1
CHEMBL305096,3
CHEMBL2368866,2
CHEMBL3589004,1
CHEMBL518529,1
CHEMBL60056,4
CHEMBL504018,2
CHEMBL509803,2
CHEMBL463005,1
CHEMBL475277,2
CHEMBL328172,1
CHEMBL138158,1
CHEMBL2042179,1
CHEMBL2042185,1
CHEMBL320546,1
CHEMBL2041954,1
CHEMBL2041949,1
CHEMBL2041763,1
CHEMBL4207692,4
CHEMBL4531294,1
CHEMBL2047183,2
CHEMBL2022222,1
CHEMBL3234068,2
CHEMBL3234071,4
CHEMBL3234072,2
CHEMBL3234074,2
CHEMBL3234045,2
CHEMBL46736,4
CHEMBL2164261,2
CHEMBL3084840,4
CHEMBL89267,1
CHEMBL348703,1
CHEMBL2035994,2
CHEMBL172479,1
CHEMBL153402,1
CHEMBL2030311,1
CHEMBL2203498,1
CHEMBL468844,3
CHEMBL2030043,1
CHEMBL2170028,2
CHEMBL2170023,2
CHEMBL2170042,4
CHEMBL2170034,4
CHEMBL451154,3
CHEMBL432423,2
CHEMBL2030285,1
CHEMBL2030286,1
CHEMBL2030321,3
CHEMBL2030058,3
CHEMBL1641674,2
CHEMBL1641677,2
CHEMBL1641673,2
CHEMBL1187849,2
CHEMBL141111,1
CHEMBL452895,2
CHEMBL500324,2
CHEMBL508957,2
CHEMBL499945,2
CHEMBL447886,2
CHEMBL447526,3
CHEMBL2041984,2
CHEMBL2042002,2
CHEMBL2041390,2
CHEMBL421888,1
CHEMBL2322223,2
CHEMBL283942,2
CHEMBL3321964,2
CHEMBL231082,1
CHEMBL2337380,1
CHEMBL90225,1
CHEMBL2334024,4
CHEMBL2334030,6
CHEMBL92547,8
CHEMBL316654,1
CHEMBL3426272,4
CHEMBL1668537,1
CHEMBL1668538,1
CHEMBL1668526,1
CHEMBL335495,2
CHEMBL5192696,3
CHEMBL1200881,7
CHEMBL5186084,1
CHEMBL561525,3
CHEMBL5283467,2
CHEMBL319599,4
CHEMBL2368863,3
CHEMBL5266690,3
CHEMBL5277211,2
CHEMBL5267762,1
CHEMBL5266617,2
CHEMBL5270759,2
CHEMBL5278609,2
CHEMBL5270887,2
CHEMBL151138,1
CHEMBL4648465,4
CHEMBL5183529,2
CHEMBL368186,1
CHEMBL5270174,1
CHEMBL175038,2
CHEMBL139086,2
CHEMBL73727,4
CHEMBL94521,3
CHEMBL2316660,1
CHEMBL2316658,1
CHEMBL176622,1
CHEMBL39500,1
CHEMBL144660,2
CHEMBL139616,2
CHEMBL4565169,2
CHEMBL30020,4
CHEMBL177281,1
CHEMBL174393,1
CHEMBL1682598,3
CHEMBL1682605,3
CHEMBL1682705,3
CHEMBL108087,1
CHEMBL4444506,1
CHEMBL389687,8
CHEMBL175417,1
CHEMBL539512,2
CHEMBL369675,1
CHEMBL4464815,2
CHEMBL4459373,2
CHEMBL1760523,1
CHEMBL1760524,1
CHEMBL95041,2
CHEMBL4476201,3
CHEMBL2368407,2
CHEMBL3220271,1
CHEMBL3220275,1
CHEMBL2368808,1
CHEMBL90812,4
CHEMBL3785173,2
CHEMBL3785473,2
CHEMBL93484,2
CHEMBL309252,1
CHEMBL1096901,15
CHEMBL3219285,6
CHEMBL3216698,1
CHEMBL2397645,1
CHEMBL315647,1
CHEMBL4293029,2
CHEMBL1094990,1
CHEMBL1094991,1
CHEMBL421941,2
CHEMBL4553483,2
CHEMBL314692,2
CHEMBL594240,1
CHEMBL2179161,2
CHEMBL594435,2
CHEMBL594178,1
CHEMBL595275,2
CHEMBL455600,1
CHEMBL66885,2
CHEMBL257422,1
CHEMBL2181299,2
CHEMBL2181503,2
CHEMBL2181482,2
CHEMBL2181297,2
CHEMBL4472705,4
CHEMBL4454647,4
CHEMBL3188523,4
CHEMBL4437347,4
CHEMBL4586210,4
CHEMBL4469013,4
CHEMBL4466459,4
CHEMBL1774611,6
CHEMBL284059,1
CHEMBL4277013,3
CHEMBL4291844,2
CHEMBL4282038,1
CHEMBL1927113,1
CHEMBL1927116,1
CHEMBL1928939,7
CHEMBL1928579,1
CHEMBL1689613,1
CHEMBL1689612,1
CHEMBL1687962,1
CHEMBL2335726,2
CHEMBL2335727,1
CHEMBL1682589,3
CHEMBL153283,2
CHEMBL95138,1
CHEMBL63342,2
CHEMBL3741180,1
CHEMBL4471233,2
CHEMBL2169988,2
CHEMBL440729,2
CHEMBL3764732,1
CHEMBL3763689,1
CHEMBL94992,1
CHEMBL3759721,3
CHEMBL3759599,3
CHEMBL176799,1
CHEMBL346209,2
CHEMBL3216747,1
CHEMBL1288760,3
CHEMBL1290263,1
CHEMBL1290538,3
CHEMBL1288762,2
CHEMBL1289454,2
CHEMBL96675,1
CHEMBL4541717,2
CHEMBL4574158,2
CHEMBL4456232,3
CHEMBL3770139,1
CHEMBL2413935,1
CHEMBL4873872,2
CHEMBL4445885,2
CHEMBL4459273,1
CHEMBL4558874,2
CHEMBL4456701,1
CHEMBL4562638,2
CHEMBL1213589,2
CHEMBL1096247,18
CHEMBL3221652,1
CHEMBL3219629,1
CHEMBL176822,1
CHEMBL4442501,1
CHEMBL316098,5
CHEMBL85891,3
CHEMBL3221654,1
CHEMBL2391248,2
CHEMBL3597344,2
CHEMBL3597343,2
CHEMBL3813919,1
CHEMBL3814721,1
CHEMBL3814436,1
CHEMBL3814711,1
CHEMBL3814885,1
CHEMBL3221143,1
CHEMBL2337354,3
CHEMBL2331693,1
CHEMBL3581790,1
CHEMBL576865,1
CHEMBL565855,3
CHEMBL2426550,1
CHEMBL2426548,1
CHEMBL2311589,1
CHEMBL2316509,2
CHEMBL2316508,2
CHEMBL2316799,2
CHEMBL2316798,2
CHEMBL550327,1
CHEMBL563039,1
CHEMBL559745,1
CHEMBL3581832,1
CHEMBL550987,2
CHEMBL493953,4
CHEMBL3597025,1
CHEMBL494418,4
CHEMBL573984,2
CHEMBL3605032,2
CHEMBL458214,1
CHEMBL2063188,2
CHEMBL2325750,2
CHEMBL3355618,2
CHEMBL495021,2
CHEMBL2324438,1
CHEMBL565909,1
CHEMBL3218241,2
CHEMBL3218247,1
CHEMBL3218238,2
CHEMBL3216915,1
CHEMBL3287984,1
CHEMBL3288193,1
CHEMBL1643744,1
CHEMBL3577055,3
CHEMBL1171211,1
CHEMBL2314148,1
CHEMBL2316647,1
CHEMBL234545,1
CHEMBL2334057,5
CHEMBL2402790,3
CHEMBL559869,1
CHEMBL510194,1
CHEMBL1830990,2
CHEMBL3603879,1
CHEMBL3603894,1
CHEMBL1818093,1
CHEMBL1818092,1
CHEMBL1822432,1
CHEMBL3397108,2
CHEMBL1807308,2
CHEMBL1807309,2
CHEMBL499586,3
CHEMBL4447868,2
CHEMBL4443847,2
CHEMBL4440063,2
CHEMBL502755,2
CHEMBL3401317,3
CHEMBL4225437,1
CHEMBL3397104,2
CHEMBL3311428,2
CHEMBL3311429,2
CHEMBL560680,1
CHEMBL3217243,1
CHEMBL420617,1
CHEMBL276951,1
CHEMBL2169978,1
CHEMBL14368,2
CHEMBL235321,1
CHEMBL392919,1
CHEMBL3216586,1
CHEMBL441526,1
CHEMBL4864142,1
CHEMBL4854639,1
CHEMBL4250905,1
CHEMBL271333,1
CHEMBL270907,2
CHEMBL436662,2
CHEMBL3421835,3
CHEMBL3421924,3
CHEMBL3421827,3
CHEMBL239944,1
CHEMBL578572,2
CHEMBL211587,2
CHEMBL3309599,2
CHEMBL2435543,2
CHEMBL2435780,1
CHEMBL4855930,2
CHEMBL483087,1
CHEMBL529891,1
CHEMBL487742,4
CHEMBL3094515,1
CHEMBL490686,2
CHEMBL3314074,1
CHEMBL1928943,7
CHEMBL3311434,2
CHEMBL3309528,2
CHEMBL2203523,1
CHEMBL529588,1
CHEMBL2023606,2
CHEMBL4852248,2
CHEMBL4858906,2
CHEMBL4851068,2
CHEMBL42751,1
CHEMBL557382,1
CHEMBL271442,2
CHEMBL4859955,1
CHEMBL392503,1
CHEMBL271176,2
CHEMBL238864,1
CHEMBL2315374,2
CHEMBL2315380,2
CHEMBL2315375,2
CHEMBL2315385,2
CHEMBL259886,2
CHEMBL4845868,2
CHEMBL4857972,1
CHEMBL1162124,1
CHEMBL1162129,1
CHEMBL2337377,1
CHEMBL226981,1
CHEMBL2419446,2
CHEMBL394472,1
CHEMBL3581615,1
CHEMBL488146,4
CHEMBL486502,4
CHEMBL5203709,2
CHEMBL5183354,4
CHEMBL3589917,1
CHEMBL538595,10
CHEMBL3216217,1
CHEMBL1651052,1
CHEMBL5312913,2
CHEMBL523506,1
CHEMBL2408978,2
CHEMBL467134,1
CHEMBL2333001,3
CHEMBL447493,3
CHEMBL2418398,2
CHEMBL515230,1
CHEMBL457345,1
CHEMBL5175580,2
CHEMBL5197723,2
CHEMBL5199777,2
CHEMBL522323,1
CHEMBL3581612,1
CHEMBL3581611,1
CHEMBL3581481,2
CHEMBL2391097,2
CHEMBL3581475,2
CHEMBL2312438,2
CHEMBL2312435,2
CHEMBL2036054,1
CHEMBL5313996,3
CHEMBL2030335,1
CHEMBL2030026,1
CHEMBL5309024,9
CHEMBL253508,8
CHEMBL2029589,2
CHEMBL481617,1
CHEMBL504388,1
CHEMBL491753,2
CHEMBL523652,2
CHEMBL491754,2
CHEMBL565037,2
CHEMBL3116369,1
CHEMBL560083,1
CHEMBL2058676,3
CHEMBL2237709,2
CHEMBL2237708,2
CHEMBL2237704,2
CHEMBL1946993,2
CHEMBL458436,1
CHEMBL2169991,2
CHEMBL2170031,2
CHEMBL393561,1
CHEMBL4760049,2
CHEMBL4756440,1
CHEMBL4779104,1
CHEMBL4786917,1
CHEMBL4759278,2
CHEMBL2146548,2
CHEMBL2146555,2
CHEMBL2146537,2
CHEMBL4575250,2
CHEMBL4452529,2
CHEMBL398054,1
CHEMBL2181340,1
CHEMBL394409,1
CHEMBL234754,1
CHEMBL4563943,2
CHEMBL1928424,1
CHEMBL1928425,1
CHEMBL3120268,2
CHEMBL243525,1
CHEMBL4465599,2
CHEMBL244871,2
CHEMBL3260219,2
CHEMBL236767,3
CHEMBL236538,3
CHEMBL2408994,1
CHEMBL2408805,3
CHEMBL392520,4
CHEMBL3338923,1
CHEMBL498699,1
CHEMBL3335113,1
CHEMBL3335111,2
CHEMBL4169583,1
CHEMBL4174076,1
CHEMBL3338924,2
CHEMBL135293,2
CHEMBL495959,2
CHEMBL462286,2
CHEMBL447508,2
CHEMBL4172194,1
CHEMBL4165924,1
CHEMBL550524,1
CHEMBL4161190,1
CHEMBL4171473,1
CHEMBL4162024,1
CHEMBL466533,1
CHEMBL261365,4
CHEMBL505596,1
CHEMBL4161433,2
CHEMBL4590684,2
CHEMBL3238459,2
CHEMBL447056,2
CHEMBL571511,1
CHEMBL4164631,1
CHEMBL496161,1
CHEMBL1213510,2
CHEMBL4436121,4
CHEMBL4544660,9
CHEMBL4557331,4
CHEMBL4464872,4
CHEMBL4476110,4
CHEMBL203692,1
CHEMBL374558,2
CHEMBL262595,3
CHEMBL516624,2
CHEMBL97062,1
CHEMBL137817,3
CHEMBL593748,2
CHEMBL596076,2
CHEMBL596500,2
CHEMBL593525,2
CHEMBL374508,19
CHEMBL593930,1
CHEMBL4289772,3
CHEMBL595531,2
CHEMBL595435,2
CHEMBL3038038,1
CHEMBL508085,1
CHEMBL4161109,1
CHEMBL4858796,1
CHEMBL4168416,1
CHEMBL483841,1
CHEMBL98566,6
CHEMBL4458067,1
CHEMBL3261733,6
CHEMBL4171254,1
CHEMBL4452161,2
CHEMBL4173331,2
CHEMBL4163038,2
CHEMBL355552,2
CHEMBL4575953,1
CHEMBL4465063,1
CHEMBL1761034,1
CHEMBL371547,1
CHEMBL483842,1
CHEMBL4456794,2
CHEMBL1233569,1
CHEMBL4543535,1
CHEMBL4748067,1
CHEMBL4750688,2
CHEMBL4739910,1
CHEMBL4755729,2
CHEMBL122117,1
CHEMBL2368397,1
CHEMBL3037830,2
CHEMBL39094,1
CHEMBL72993,4
CHEMBL3908963,2
CHEMBL2314144,1
CHEMBL2314142,1
CHEMBL2338059,2
CHEMBL2332991,3
CHEMBL4454693,5
CHEMBL4460601,5
CHEMBL4126529,1
CHEMBL192986,2
CHEMBL4126415,1
CHEMBL4551139,1
CHEMBL4476851,2
CHEMBL4513736,2
CHEMBL64439,3
CHEMBL361803,2
CHEMBL480627,6
CHEMBL10112,1
CHEMBL329340,2
CHEMBL93458,4
CHEMBL3775728,1
CHEMBL3775887,1
CHEMBL1945104,1
CHEMBL2368249,4
CHEMBL336090,2
CHEMBL3763328,3
CHEMBL3765714,3
CHEMBL143331,2
CHEMBL3397107,2
CHEMBL3785154,2
CHEMBL90157,2
CHEMBL4279942,1
CHEMBL4286468,1
CHEMBL3415878,4
CHEMBL3216690,1
CHEMBL4286258,1
CHEMBL568158,1
CHEMBL2408357,1
CHEMBL2409058,1
CHEMBL486787,2
CHEMBL4278354,2
CHEMBL4288876,2
CHEMBL550605,1
CHEMBL552077,1
CHEMBL560801,1
CHEMBL560941,1
CHEMBL4276668,2
CHEMBL4278449,2
CHEMBL4281918,2
CHEMBL4277431,2
CHEMBL2408795,1
CHEMBL4552185,2
CHEMBL4554378,2
CHEMBL2419640,2
CHEMBL4458088,3
CHEMBL497996,1
CHEMBL4582800,3
CHEMBL1774608,3
CHEMBL567760,1
CHEMBL576249,1
CHEMBL577720,1
CHEMBL599937,2
CHEMBL575487,1
CHEMBL298415,1
CHEMBL1774616,1
CHEMBL2023448,2
CHEMBL4756572,1
CHEMBL2012964,2
CHEMBL3600960,2
