Chemical,Count
CHEMBL272907,4
CHEMBL277982,4
CHEMBL5196433,2
CHEMBL185493,1
CHEMBL194456,1
CHEMBL497964,1
CHEMBL4447444,1
CHEMBL415467,1
CHEMBL4578843,1
CHEMBL4475222,4
CHEMBL4525405,3
CHEMBL4440690,4
CHEMBL94662,1
CHEMBL139358,1
CHEMBL375375,1
CHEMBL219189,1
CHEMBL260214,1
CHEMBL4456340,1
CHEMBL4569370,1
CHEMBL4439406,1
CHEMBL4571176,1
CHEMBL4441848,2
CHEMBL4471833,2
CHEMBL33298,2
CHEMBL3038034,1
CHEMBL172171,2
CHEMBL151908,1
CHEMBL526287,1
CHEMBL5187173,2
CHEMBL255879,1
CHEMBL5174826,2
CHEMBL5181739,1
CHEMBL445501,1
CHEMBL516030,2
CHEMBL1822441,1
CHEMBL5280594,2
CHEMBL1098875,2
CHEMBL5278994,2
CHEMBL5283515,2
CHEMBL5266538,1
CHEMBL1807751,3
CHEMBL5285931,3
CHEMBL485506,1
CHEMBL5272113,1
CHEMBL267080,1
CHEMBL4763061,7
CHEMBL4741043,2
CHEMBL4742118,2
CHEMBL4786664,2
CHEMBL4746683,2
CHEMBL5185298,3
CHEMBL467599,1
CHEMBL461393,1
CHEMBL474269,1
CHEMBL5207890,4
CHEMBL5183236,1
CHEMBL505437,3
CHEMBL5274287,5
CHEMBL5283578,1
CHEMBL460606,1
CHEMBL5268427,2
CHEMBL4084891,2
CHEMBL4090937,2
CHEMBL463735,2
CHEMBL4074905,2
CHEMBL5267344,2
CHEMBL471254,2
CHEMBL4068615,2
CHEMBL4082552,2
CHEMBL476848,1
CHEMBL3915934,2
CHEMBL5266217,2
CHEMBL594329,1
CHEMBL4081835,2
CHEMBL593929,1
CHEMBL559303,1
CHEMBL3215793,1
CHEMBL4086129,1
CHEMBL4061990,1
CHEMBL4081090,1
CHEMBL5280462,2
CHEMBL5281626,2
CHEMBL4093161,1
CHEMBL108992,1
CHEMBL593148,1
CHEMBL572680,2
CHEMBL3815158,2
CHEMBL514883,5
CHEMBL3814339,2
CHEMBL3815071,2
CHEMBL3628130,2
CHEMBL3815117,2
CHEMBL452772,1
CHEMBL4083016,1
CHEMBL598585,2
CHEMBL3983699,2
CHEMBL3819008,2
CHEMBL3819649,2
CHEMBL2334035,4
CHEMBL5201142,1
CHEMBL5170550,1
CHEMBL574902,1
CHEMBL583872,1
CHEMBL3798852,2
CHEMBL567595,1
CHEMBL4211531,1
CHEMBL1215637,1
CHEMBL607833,2
CHEMBL5437065,1
CHEMBL336733,2
CHEMBL339049,7
CHEMBL5430288,1
CHEMBL427473,1
CHEMBL5420328,5
CHEMBL565867,1
CHEMBL2368836,1
CHEMBL5288684,3
CHEMBL5288233,3
CHEMBL5289927,3
CHEMBL90292,2
CHEMBL2368870,1
CHEMBL3215509,1
CHEMBL4204492,1
CHEMBL1172120,2
CHEMBL4202867,1
CHEMBL4125980,2
CHEMBL4129258,3
CHEMBL1214107,1
CHEMBL1214232,1
CHEMBL1213561,1
CHEMBL152793,2
CHEMBL4127991,1
CHEMBL4103807,2
CHEMBL532024,3
CHEMBL541735,1
CHEMBL554069,3
CHEMBL1800768,2
CHEMBL1922278,1
CHEMBL1922281,1
CHEMBL4059982,2
CHEMBL1780018,1
CHEMBL453384,10
CHEMBL1774605,3
CHEMBL1289100,4
CHEMBL1774603,3
CHEMBL1774607,3
CHEMBL1917534,1
CHEMBL1917545,1
CHEMBL30936,1
CHEMBL1774615,1
CHEMBL1774622,1
CHEMBL397116,1
CHEMBL1774689,2
CHEMBL342178,6
CHEMBL52476,1
CHEMBL91248,1
CHEMBL1917535,1
CHEMBL1796421,2
CHEMBL4127328,1
CHEMBL4129571,1
CHEMBL4126982,1
CHEMBL137883,6
CHEMBL2237705,2
CHEMBL2237700,2
CHEMBL501827,1
CHEMBL603639,1
CHEMBL463691,1
CHEMBL593018,1
CHEMBL254635,1
CHEMBL2368244,2
CHEMBL460161,2
CHEMBL52761,2
CHEMBL1761042,1
CHEMBL1761045,1
CHEMBL1761025,1
CHEMBL1761035,1
CHEMBL1761017,1
CHEMBL1761018,1
CHEMBL1761019,1
CHEMBL1761040,1
CHEMBL3216034,1
CHEMBL1770933,1
CHEMBL1775012,1
CHEMBL55088,1
CHEMBL35439,2
CHEMBL1782105,1
CHEMBL119102,2
CHEMBL343302,2
CHEMBL1928651,1
CHEMBL1928844,1
CHEMBL407837,1
CHEMBL5424190,1
CHEMBL1835287,1
CHEMBL1835172,1
CHEMBL1946890,1
CHEMBL5399527,1
CHEMBL5312374,2
CHEMBL5434251,2
CHEMBL1162141,1
CHEMBL469301,1
CHEMBL5313193,4
CHEMBL5279315,3
CHEMBL534103,5
CHEMBL3883652,4
CHEMBL1770679,2
CHEMBL59676,1
CHEMBL4853947,2
CHEMBL5419974,2
CHEMBL327539,2
CHEMBL1803097,1
CHEMBL5425316,1
CHEMBL60144,1
CHEMBL3945686,2
CHEMBL5405239,3
CHEMBL5411555,3
CHEMBL3218740,1
CHEMBL369051,1
CHEMBL5415214,2
CHEMBL3234062,2
CHEMBL368478,1
CHEMBL3262122,1
CHEMBL3262117,1
CHEMBL369068,1
CHEMBL5406769,2
CHEMBL5395947,1
CHEMBL3290639,1
CHEMBL5411996,2
CHEMBL78448,2
CHEMBL5399834,2
CHEMBL138184,5
CHEMBL4869087,2
CHEMBL3120622,1
CHEMBL5277103,3
CHEMBL178028,1
CHEMBL538481,2
CHEMBL2012941,2
CHEMBL2012952,2
CHEMBL3289166,1
CHEMBL3289791,2
CHEMBL321854,4
CHEMBL138650,1
CHEMBL5313716,1
CHEMBL2315376,2
CHEMBL1089910,2
CHEMBL5312615,2
CHEMBL5408319,2
CHEMBL5421293,2
CHEMBL5432891,2
CHEMBL5439088,2
CHEMBL35745,1
CHEMBL5198131,2
CHEMBL5177798,2
CHEMBL2414255,2
CHEMBL2442702,1
CHEMBL2442701,1
CHEMBL2442606,1
CHEMBL5271715,2
CHEMBL5266403,2
CHEMBL5286661,1
CHEMBL1802297,1
CHEMBL3262108,1
CHEMBL3234075,2
CHEMBL1796422,2
CHEMBL1796429,2
CHEMBL3235650,1
CHEMBL132459,1
CHEMBL3289803,6
CHEMBL3234041,2
CHEMBL1800777,2
CHEMBL4097414,2
CHEMBL4068565,2
CHEMBL4103537,1
CHEMBL2334048,2
CHEMBL2334394,2
CHEMBL3286860,3
CHEMBL3221790,1
CHEMBL3236257,1
CHEMBL2419448,2
CHEMBL3235627,2
CHEMBL3235271,2
CHEMBL611025,2
CHEMBL255758,1
CHEMBL2414269,2
CHEMBL4792122,1
CHEMBL475338,1
CHEMBL2441927,2
CHEMBL474898,1
CHEMBL2413894,3
CHEMBL2409523,1
CHEMBL4878844,2
CHEMBL2407184,1
CHEMBL2413934,1
CHEMBL4786212,2
CHEMBL2408989,3
CHEMBL1085825,1
CHEMBL1081928,1
CHEMBL150471,1
CHEMBL1080034,1
CHEMBL4759365,2
CHEMBL4753943,1
CHEMBL4753170,2
CHEMBL3120547,2
CHEMBL204817,1
CHEMBL4059963,1
CHEMBL4092279,2
CHEMBL4100022,1
CHEMBL182857,3
CHEMBL182183,1
CHEMBL593652,2
CHEMBL593923,2
CHEMBL595127,1
CHEMBL609575,1
CHEMBL4100886,1
CHEMBL4095581,1
CHEMBL4065498,1
CHEMBL3817998,2
CHEMBL3819022,2
CHEMBL108661,1
CHEMBL4088439,2
CHEMBL4089335,2
CHEMBL4744669,1
CHEMBL3238451,2
CHEMBL3234052,2
CHEMBL3234084,2
CHEMBL3234059,2
CHEMBL3234067,2
CHEMBL4060211,2
CHEMBL4077801,2
CHEMBL4792370,1
CHEMBL4852350,1
CHEMBL4096272,1
CHEMBL4796933,5
CHEMBL379720,6
CHEMBL468388,1
CHEMBL505208,1
CHEMBL4743655,1
CHEMBL3116393,1
CHEMBL4744525,1
CHEMBL4792312,1
CHEMBL4528812,2
CHEMBL2368399,2
CHEMBL396635,1
CHEMBL237691,1
CHEMBL4576827,2
CHEMBL4460595,2
CHEMBL4441140,2
CHEMBL4440073,2
CHEMBL4552081,2
CHEMBL4574712,2
CHEMBL4459942,2
CHEMBL4476447,2
CHEMBL4464459,2
CHEMBL4443481,2
CHEMBL4759246,1
CHEMBL238196,1
CHEMBL4457774,1
CHEMBL4278263,2
CHEMBL90987,1
CHEMBL3114827,2
CHEMBL3115469,2
CHEMBL3115470,1
CHEMBL3115464,2
CHEMBL3115701,2
CHEMBL2368871,2
CHEMBL3581809,1
CHEMBL3221649,1
CHEMBL3612292,1
CHEMBL3220284,1
CHEMBL3220286,1
CHEMBL4574306,1
CHEMBL144734,2
CHEMBL4793419,1
CHEMBL3220267,1
CHEMBL3581489,1
CHEMBL3581498,2
CHEMBL3581494,2
CHEMBL4061601,1
CHEMBL4068621,1
CHEMBL4099858,1
CHEMBL4097447,1
CHEMBL4069210,1
CHEMBL4097609,2
CHEMBL4062856,2
CHEMBL3818006,2
CHEMBL4068931,1
CHEMBL4101567,2
CHEMBL4086361,1
CHEMBL537246,1
CHEMBL430286,1
CHEMBL429921,1
CHEMBL4582042,1
CHEMBL270122,1
CHEMBL527468,5
CHEMBL4080250,1
CHEMBL4787008,1
CHEMBL4246962,2
CHEMBL4238335,2
CHEMBL4238529,2
CHEMBL4764956,1
CHEMBL4743418,1
CHEMBL578573,1
CHEMBL4748532,2
CHEMBL4093821,1
CHEMBL4096935,2
CHEMBL4073908,2
CHEMBL4075171,1
CHEMBL4100878,1
CHEMBL4100225,1
CHEMBL4066090,1
CHEMBL568425,1
CHEMBL3617330,2
CHEMBL456899,1
CHEMBL3215592,1
CHEMBL3617339,2
CHEMBL583029,2
CHEMBL3741254,1
CHEMBL2030317,2
CHEMBL3742369,1
CHEMBL3739664,1
CHEMBL3740495,1
CHEMBL565869,1
CHEMBL567968,1
CHEMBL3216450,1
CHEMBL3216242,1
CHEMBL573053,2
CHEMBL488663,2
CHEMBL499191,2
CHEMBL597220,1
CHEMBL608124,2
CHEMBL405885,1
CHEMBL258763,1
CHEMBL261500,2
CHEMBL458856,1
CHEMBL3763335,1
CHEMBL4793915,2
CHEMBL3124996,4
CHEMBL3124992,4
CHEMBL4785350,2
CHEMBL4757620,2
CHEMBL4749918,2
CHEMBL488895,1
CHEMBL144670,2
CHEMBL572716,2
CHEMBL566302,2
CHEMBL4556956,1
CHEMBL4547412,1
CHEMBL4574362,1
CHEMBL327196,1
CHEMBL118340,2
CHEMBL3084844,2
CHEMBL505301,1
CHEMBL506873,1
CHEMBL47381,1
CHEMBL335524,4
CHEMBL4126978,1
CHEMBL4168917,1
CHEMBL559122,3
CHEMBL559339,2
CHEMBL4063575,1
CHEMBL3311433,6
CHEMBL595486,2
CHEMBL594325,2
CHEMBL4744696,1
CHEMBL4777729,1
CHEMBL4742163,1
CHEMBL4788169,1
CHEMBL4759041,2
CHEMBL568746,1
CHEMBL4780666,1
CHEMBL4746538,1
CHEMBL4759271,1
CHEMBL4104668,2
CHEMBL4070830,1
CHEMBL4743520,1
CHEMBL4776655,1
CHEMBL1668540,2
CHEMBL4126001,1
CHEMBL4127055,1
CHEMBL1668544,2
CHEMBL1668543,2
CHEMBL247772,1
CHEMBL4748649,2
CHEMBL4754685,2
CHEMBL4061097,2
CHEMBL1706,2
CHEMBL22,51
CHEMBL550196,1
CHEMBL559415,1
CHEMBL549652,1
CHEMBL549856,1
CHEMBL575440,1
CHEMBL4796884,1
CHEMBL242455,1
CHEMBL4791585,1
CHEMBL4749921,1
CHEMBL230954,1
CHEMBL4778152,2
CHEMBL4755704,1
CHEMBL60009,3
CHEMBL143042,2
CHEMBL1669712,6
CHEMBL1630206,4
CHEMBL4850121,1
CHEMBL4855061,1
CHEMBL166199,1
CHEMBL166086,1
CHEMBL3037968,1
CHEMBL1669067,1
CHEMBL226767,1
CHEMBL388334,1
CHEMBL243454,3
CHEMBL180671,2
CHEMBL3104865,1
CHEMBL1079522,1
CHEMBL1079325,1
CHEMBL1078193,1
CHEMBL1078300,1
CHEMBL1078759,1
CHEMBL3104424,1
CHEMBL3104420,1
CHEMBL603438,1
CHEMBL4850193,3
CHEMBL1078791,1
CHEMBL575523,2
CHEMBL2430904,1
CHEMBL2430902,1
CHEMBL2237687,2
CHEMBL295759,1
CHEMBL2431005,2
CHEMBL270500,1
CHEMBL1614913,1
CHEMBL405318,4
CHEMBL1162127,1
CHEMBL405944,1
CHEMBL258071,2
CHEMBL510614,2
CHEMBL499408,1
CHEMBL487904,2
CHEMBL556257,2
CHEMBL559643,2
CHEMBL193834,1
CHEMBL1076050,1
CHEMBL559104,1
CHEMBL553210,1
CHEMBL549845,1
CHEMBL558659,1
CHEMBL500540,3
CHEMBL456688,1
CHEMBL363821,1
CHEMBL460690,1
CHEMBL454152,1
CHEMBL473109,2
CHEMBL592412,1
CHEMBL1077432,1
CHEMBL480243,1
CHEMBL561943,2
CHEMBL533269,2
CHEMBL2113951,1
CHEMBL608732,1
CHEMBL3216241,1
CHEMBL3216451,1
CHEMBL1215342,1
CHEMBL1215426,1
CHEMBL1215775,1
CHEMBL1163669,2
CHEMBL3216683,1
CHEMBL595621,2
CHEMBL572279,1
CHEMBL565698,2
CHEMBL584085,1
CHEMBL568295,1
CHEMBL3216688,1
CHEMBL112598,1
CHEMBL445092,1
CHEMBL568494,1
CHEMBL575999,2
CHEMBL594179,1
CHEMBL594495,2
CHEMBL593792,1
CHEMBL1214756,2
CHEMBL3238448,2
CHEMBL3234046,2
CHEMBL3234091,2
CHEMBL465423,2
CHEMBL1171803,1
CHEMBL1171802,1
CHEMBL3234043,2
CHEMBL3234076,2
CHEMBL3216238,1
CHEMBL1213664,1
CHEMBL1213728,1
CHEMBL1213980,1
CHEMBL173342,1
CHEMBL1214108,1
CHEMBL1213853,1
CHEMBL3038037,1
CHEMBL368833,1
CHEMBL37787,1
CHEMBL37615,1
CHEMBL3634279,1
CHEMBL496721,1
CHEMBL67336,2
CHEMBL216966,2
CHEMBL570563,1
CHEMBL36404,2
CHEMBL567217,1
CHEMBL446646,1
CHEMBL569779,1
CHEMBL3221796,1
CHEMBL555249,1
CHEMBL461235,1
CHEMBL464761,1
CHEMBL3218333,1
CHEMBL3218340,1
CHEMBL3218341,1
CHEMBL573652,1
CHEMBL520774,2
CHEMBL501108,1
CHEMBL508828,1
CHEMBL3218330,1
CHEMBL570763,1
CHEMBL571864,1
CHEMBL2181208,4
CHEMBL3216916,1
CHEMBL1094695,2
CHEMBL594030,1
CHEMBL595603,2
CHEMBL595829,2
CHEMBL5184272,4
CHEMBL1076042,1
CHEMBL1076009,1
CHEMBL4519740,2
CHEMBL170708,1
CHEMBL5200582,1
CHEMBL5203475,1
CHEMBL5178771,1
CHEMBL5277966,1
CHEMBL3037963,1
CHEMBL389869,2
CHEMBL1800837,2
CHEMBL4585546,1
CHEMBL2368845,2
CHEMBL1774511,1
CHEMBL5439303,2
CHEMBL2062274,1
CHEMBL1257118,1
CHEMBL4535587,2
CHEMBL4580177,2
CHEMBL4460959,2
CHEMBL4566305,2
CHEMBL522881,1
CHEMBL1170740,1
CHEMBL5290713,3
CHEMBL5282979,2
CHEMBL174475,1
CHEMBL1257116,6
CHEMBL4566467,2
CHEMBL4575502,2
CHEMBL332478,2
CHEMBL576396,1
CHEMBL567179,1
CHEMBL1928851,2
CHEMBL328130,1
CHEMBL570440,1
CHEMBL468610,3
CHEMBL533841,7
CHEMBL1084723,1
CHEMBL1673217,2
CHEMBL1215767,1
CHEMBL1939604,2
CHEMBL1214845,1
CHEMBL1946892,1
CHEMBL1213590,2
CHEMBL463476,1
CHEMBL1256949,1
CHEMBL3084644,1
CHEMBL428363,1
CHEMBL1946700,1
CHEMBL1929191,2
CHEMBL4590466,1
CHEMBL1210148,1
CHEMBL1256519,4
CHEMBL3037960,1
CHEMBL107943,2
CHEMBL1947214,1
CHEMBL1928850,2
CHEMBL91474,2
CHEMBL456042,3
CHEMBL1947209,1
CHEMBL219436,1
CHEMBL1916916,1
CHEMBL478349,1
CHEMBL2237692,2
CHEMBL5312669,5
CHEMBL5309168,4
CHEMBL526279,1
CHEMBL5283701,3
CHEMBL3706805,1
CHEMBL4282424,2
CHEMBL5438826,1
CHEMBL5417417,1
CHEMBL5440069,1
CHEMBL416068,1
CHEMBL5394368,1
CHEMBL5429204,1
CHEMBL5409003,1
CHEMBL5401970,1
CHEMBL4215123,2
CHEMBL4098998,2
CHEMBL4098670,2
CHEMBL5417238,1
CHEMBL4800177,1
CHEMBL5427439,2
CHEMBL578827,2
CHEMBL5395320,1
CHEMBL5394114,1
CHEMBL5413839,1
CHEMBL5428587,2
CHEMBL5430213,2
CHEMBL184872,1
CHEMBL182996,1
CHEMBL182481,1
CHEMBL4642535,3
CHEMBL190394,1
CHEMBL1761020,1
CHEMBL1807201,1
CHEMBL5427686,2
CHEMBL2012948,2
CHEMBL4644149,2
CHEMBL4634399,2
CHEMBL5417093,1
CHEMBL5419401,2
CHEMBL5429632,2
CHEMBL5203765,2
CHEMBL1910722,1
CHEMBL2315378,2
CHEMBL2315379,2
CHEMBL5416349,1
CHEMBL4763277,2
CHEMBL2314640,1
CHEMBL2316618,1
CHEMBL4760521,1
CHEMBL4799608,1
CHEMBL4741698,1
CHEMBL4640528,1
CHEMBL4644466,1
CHEMBL2203497,1
CHEMBL4632642,4
CHEMBL4638979,4
CHEMBL4643282,4
CHEMBL4634684,4
CHEMBL1830032,2
CHEMBL4649093,4
CHEMBL4641165,4
CHEMBL4646340,4
CHEMBL3221147,1
CHEMBL3221149,1
CHEMBL3221151,1
CHEMBL596244,2
CHEMBL2316801,2
CHEMBL2316515,1
CHEMBL2316513,1
CHEMBL2316521,2
CHEMBL3338043,1
CHEMBL3338052,2
CHEMBL4641259,1
CHEMBL4641168,1
CHEMBL4072933,1
CHEMBL4068923,2
CHEMBL4095280,2
CHEMBL4063193,2
CHEMBL4063202,2
CHEMBL1761041,1
CHEMBL1761032,1
CHEMBL499836,3
CHEMBL5410669,2
CHEMBL5309342,4
CHEMBL4796894,2
CHEMBL4798672,2
CHEMBL5312333,4
CHEMBL4443762,2
CHEMBL4568688,2
CHEMBL5313932,4
CHEMBL1796539,2
CHEMBL1796542,2
CHEMBL4866022,1
CHEMBL1796432,2
CHEMBL4796434,2
CHEMBL4783545,1
CHEMBL4780715,3
CHEMBL5394154,2
CHEMBL5396093,2
CHEMBL4789582,1
CHEMBL4446697,2
CHEMBL4438847,4
CHEMBL4574985,4
CHEMBL4439514,4
CHEMBL4471348,4
CHEMBL4741402,2
CHEMBL4438409,1
CHEMBL5267563,2
CHEMBL1682462,3
CHEMBL1682468,3
CHEMBL1682574,3
CHEMBL1682576,3
CHEMBL1682577,3
CHEMBL1688669,1
CHEMBL1688675,1
CHEMBL3754225,2
CHEMBL1812343,1
CHEMBL1812347,2
CHEMBL2324192,1
CHEMBL4077302,2
CHEMBL4096204,2
CHEMBL3906969,2
CHEMBL3983412,2
CHEMBL4089705,2
CHEMBL4093865,2
CHEMBL3261979,2
CHEMBL3261968,2
CHEMBL422682,3
CHEMBL4100684,2
CHEMBL4065295,2
CHEMBL4102041,2
CHEMBL2442161,2
CHEMBL61558,1
CHEMBL2442165,2
CHEMBL2441920,2
CHEMBL2441924,2
CHEMBL1934542,1
CHEMBL3221874,18
CHEMBL5204589,1
CHEMBL138548,1
CHEMBL138506,1
CHEMBL97471,1
CHEMBL8015,1
CHEMBL5001613,2
CHEMBL4972300,4
CHEMBL4892343,3
CHEMBL576469,1
CHEMBL2322213,4
CHEMBL176893,1
CHEMBL4974229,4
CHEMBL4972599,4
CHEMBL5018195,3
CHEMBL4999643,3
CHEMBL5027626,3
CHEMBL4901905,3
CHEMBL4898311,5
CHEMBL4953893,4
CHEMBL4909660,4
CHEMBL5016777,4
CHEMBL4914675,3
CHEMBL4943573,4
CHEMBL4974540,4
CHEMBL4941478,4
CHEMBL594246,1
CHEMBL1484681,4
CHEMBL4902767,4
CHEMBL577719,1
CHEMBL4926046,4
CHEMBL4911569,5
CHEMBL4917863,3
CHEMBL4964239,4
CHEMBL4926033,4
CHEMBL5008756,4
CHEMBL4936594,3
CHEMBL4972486,3
CHEMBL4988359,4
CHEMBL4976386,3
CHEMBL568518,1
CHEMBL593922,2
CHEMBL595985,2
CHEMBL5202736,1
CHEMBL3218233,2
CHEMBL3218236,2
CHEMBL4638707,2
CHEMBL598597,2
CHEMBL5192820,1
CHEMBL5183292,1
CHEMBL175588,1
CHEMBL5175289,1
CHEMBL5207497,1
CHEMBL593831,1
CHEMBL436840,1
CHEMBL90703,2
CHEMBL3215561,1
CHEMBL259825,1
CHEMBL523677,2
CHEMBL195175,2
CHEMBL194109,2
CHEMBL195379,2
CHEMBL5094568,1
CHEMBL5080349,1
CHEMBL391482,2
CHEMBL212640,2
CHEMBL1288759,3
CHEMBL2111198,1
CHEMBL1289101,3
CHEMBL1289943,1
CHEMBL120134,1
CHEMBL141570,1
CHEMBL141682,1
CHEMBL346177,1
CHEMBL88380,1
CHEMBL4587067,1
CHEMBL4519617,1
CHEMBL51778,2
CHEMBL4649130,1
CHEMBL608071,1
CHEMBL124552,1
CHEMBL44905,1
CHEMBL3084856,2
CHEMBL2413880,3
CHEMBL2413887,3
CHEMBL1214818,1
CHEMBL1172735,1
CHEMBL368820,1
CHEMBL1625978,4
CHEMBL5022859,4
CHEMBL4939411,4
CHEMBL4965082,1
CHEMBL4460478,2
CHEMBL5019773,4
CHEMBL332572,1
CHEMBL4899213,1
CHEMBL4965734,3
CHEMBL4958975,2
CHEMBL4943715,4
CHEMBL4951630,4
CHEMBL4975729,3
CHEMBL4973486,4
CHEMBL4974949,4
CHEMBL446090,2
CHEMBL504466,2
CHEMBL4454418,1
CHEMBL4592907,1
CHEMBL4554895,2
CHEMBL509518,1
CHEMBL4559247,2
CHEMBL4543145,2
CHEMBL4516264,2
CHEMBL4554308,1
CHEMBL4213264,4
CHEMBL4209999,3
CHEMBL306469,1
CHEMBL520466,1
CHEMBL444211,2
CHEMBL2381931,1
CHEMBL514687,1
CHEMBL195521,2
CHEMBL387011,2
CHEMBL64925,1
CHEMBL217735,2
CHEMBL473494,1
CHEMBL500614,2
CHEMBL497128,1
CHEMBL235333,3
CHEMBL235322,1
CHEMBL235111,1
CHEMBL235527,1
CHEMBL427000,1
CHEMBL380142,2
CHEMBL196061,1
CHEMBL249877,1
CHEMBL189424,1
CHEMBL4241797,2
CHEMBL4246056,2
CHEMBL66988,1
CHEMBL471878,1
CHEMBL3288918,1
CHEMBL3288927,1
CHEMBL324178,1
CHEMBL4281586,2
CHEMBL4293156,2
CHEMBL5070756,2
CHEMBL1668757,1
CHEMBL1668798,1
CHEMBL1668810,1
CHEMBL1668816,1
CHEMBL1668822,1
CHEMBL1290488,4
CHEMBL5078990,1
CHEMBL4636560,2
CHEMBL4645194,1
CHEMBL4638848,1
CHEMBL4647889,1
CHEMBL4640761,1
CHEMBL4642585,2
CHEMBL4649891,1
CHEMBL4647110,1
CHEMBL5094713,2
CHEMBL5088407,2
CHEMBL3612290,1
CHEMBL452786,2
CHEMBL4062329,2
CHEMBL4640720,4
CHEMBL4644390,4
CHEMBL4639615,4
CHEMBL4640006,4
CHEMBL518600,1
CHEMBL469286,1
CHEMBL478981,1
CHEMBL478340,1
CHEMBL479189,1
CHEMBL4642508,4
CHEMBL4632424,4
CHEMBL4646921,4
CHEMBL3603889,1
CHEMBL3603890,1
CHEMBL3603893,1
CHEMBL463201,1
CHEMBL4461699,2
CHEMBL4483377,4
CHEMBL1682251,2
CHEMBL3581814,1
CHEMBL1684453,1
CHEMBL492162,1
CHEMBL4090399,1
CHEMBL1650071,1
CHEMBL1650072,1
CHEMBL1650073,1
CHEMBL1650079,1
CHEMBL4447658,1
CHEMBL4527839,2
CHEMBL3612740,1
CHEMBL1187245,2
CHEMBL5007157,3
CHEMBL4976730,3
CHEMBL5001349,3
CHEMBL21691,1
CHEMBL1770793,2
CHEMBL1770927,1
CHEMBL1088375,2
CHEMBL1079326,1
CHEMBL4444698,4
CHEMBL4588468,1
CHEMBL4592986,2
CHEMBL4475207,3
CHEMBL4483725,1
CHEMBL4461187,4
CHEMBL4474216,2
CHEMBL1092456,1
CHEMBL3216924,1
CHEMBL4098883,2
CHEMBL239083,1
CHEMBL447072,2
CHEMBL1800555,1
CHEMBL4903184,5
CHEMBL4934507,4
CHEMBL4930086,4
CHEMBL4999687,4
CHEMBL5185554,2
CHEMBL5176412,2
CHEMBL5195727,1
CHEMBL4102103,2
CHEMBL3585411,4
CHEMBL3401415,1
CHEMBL4741232,1
CHEMBL4785100,1
CHEMBL4927852,4
CHEMBL4892812,4
CHEMBL495957,1
CHEMBL4893209,4
CHEMBL2109895,4
CHEMBL4092151,2
CHEMBL3217105,1
CHEMBL498724,1
CHEMBL2360824,1
CHEMBL494957,1
CHEMBL4999355,4
CHEMBL4949471,5
CHEMBL4890710,5
CHEMBL4091361,2
CHEMBL4074836,2
CHEMBL1835273,1
CHEMBL594860,4
CHEMBL2158133,1
CHEMBL1934547,1
CHEMBL3422296,3
CHEMBL3402976,1
CHEMBL3402985,1
CHEMBL1098399,1
CHEMBL1096202,1
CHEMBL3421829,3
CHEMBL3422023,3
CHEMBL3422287,3
CHEMBL3416735,1
CHEMBL3416739,1
CHEMBL3417434,1
CHEMBL3417369,1
CHEMBL4899222,4
CHEMBL4970485,4
CHEMBL4983858,3
CHEMBL4102570,1
CHEMBL4085302,1
CHEMBL4061528,2
CHEMBL4060493,1
CHEMBL118066,2
CHEMBL270215,2
CHEMBL271802,1
CHEMBL261609,1
CHEMBL4781995,1
CHEMBL4763802,1
CHEMBL5188467,4
CHEMBL4088337,2
CHEMBL517958,1
CHEMBL465546,1
CHEMBL213934,2
CHEMBL1256922,6
CHEMBL1256853,3
CHEMBL1256962,5
CHEMBL272681,1
CHEMBL1099250,1
CHEMBL5077915,1
CHEMBL1087849,1
CHEMBL5178264,1
CHEMBL256229,2
CHEMBL3401427,1
CHEMBL3321972,2
CHEMBL3321973,2
CHEMBL3326565,1
CHEMBL3353665,2
CHEMBL2012963,2
CHEMBL503460,1
CHEMBL5193763,3
CHEMBL1213793,1
CHEMBL1214111,1
CHEMBL1214298,1
CHEMBL3238456,2
CHEMBL494697,3
CHEMBL493248,3
CHEMBL3234050,2
CHEMBL1224747,2
CHEMBL3234055,2
CHEMBL3234058,2
CHEMBL1214986,1
CHEMBL1215061,1
CHEMBL1215384,1
CHEMBL1215705,1
CHEMBL259665,1
CHEMBL237545,2
CHEMBL444498,2
CHEMBL3234060,2
CHEMBL3289808,2
CHEMBL3289816,6
CHEMBL3289798,2
CHEMBL2058020,1
CHEMBL442644,1
CHEMBL2203504,1
CHEMBL501065,3
CHEMBL2334397,2
CHEMBL554062,1
CHEMBL463946,2
CHEMBL443597,2
CHEMBL454476,2
CHEMBL510729,2
CHEMBL502592,2
CHEMBL497541,6
CHEMBL510410,4
CHEMBL2322985,2
CHEMBL2322987,2
CHEMBL477492,1
CHEMBL2334368,3
CHEMBL2146544,2
CHEMBL560829,1
CHEMBL580847,1
CHEMBL371408,1
CHEMBL3234042,2
CHEMBL3216046,1
CHEMBL3217131,1
CHEMBL3235648,2
CHEMBL3235673,1
CHEMBL3235652,1
CHEMBL3235667,2
CHEMBL3235653,1
CHEMBL3235665,1
CHEMBL449370,1
CHEMBL510943,1
CHEMBL506075,1
CHEMBL456615,1
CHEMBL465023,1
CHEMBL452249,3
CHEMBL259329,1
CHEMBL563456,2
CHEMBL554277,1
CHEMBL4761042,2
CHEMBL465810,1
CHEMBL508866,1
CHEMBL491254,1
CHEMBL489010,1
CHEMBL484523,1
CHEMBL4899513,4
CHEMBL465802,1
CHEMBL484131,1
CHEMBL473285,1
CHEMBL475106,1
