epoch,step,train_loss_epoch,train_loss_step,val/mae,val/mse,val/rmse,val_loss
0,49,,1.0124764442443848,,,,
0,99,,0.5478225946426392,,,,
0,149,,0.7568161487579346,,,,
0,199,,0.5755318999290466,,,,
0,249,,0.7138407230377197,,,,
0,299,,0.6761235594749451,,,,
0,349,,0.6178907752037048,,,,
0,399,,0.5344691276550293,,,,
0,449,,0.6069380044937134,,,,
0,490,,,0.5607914328575134,0.5243938565254211,0.7241504192352295,0.5243859887123108
0,490,0.5989206433296204,,,,,
1,499,,0.42145299911499023,,,,
1,549,,0.5048319101333618,,,,
1,599,,0.6335499286651611,,,,
1,649,,0.599927544593811,,,,
1,699,,0.4506831765174866,,,,
1,749,,0.43396812677383423,,,,
1,799,,0.4718601107597351,,,,
1,849,,0.4319309890270233,,,,
1,899,,0.6745080947875977,,,,
1,949,,0.40329280495643616,,,,
1,981,,,0.5031676888465881,0.43507298827171326,0.6596006155014038,0.43507322669029236
1,981,0.48996031284332275,,,,,
2,999,,0.6588129997253418,,,,
2,1049,,0.31116440892219543,,,,
2,1099,,0.4263862371444702,,,,
2,1149,,0.30048251152038574,,,,
2,1199,,0.42278486490249634,,,,
2,1249,,0.37751010060310364,,,,
2,1299,,0.4031156301498413,,,,
2,1349,,0.2772735357284546,,,,
2,1399,,0.3392775058746338,,,,
2,1449,,0.5510838031768799,,,,
2,1472,,,0.4787052273750305,0.3956570029258728,0.6290127038955688,0.3956575393676758
2,1472,0.4212343394756317,,,,,
3,1499,,0.32727569341659546,,,,
3,1549,,0.28486478328704834,,,,
3,1599,,0.2864874303340912,,,,
3,1649,,0.48697710037231445,,,,
3,1699,,0.2706373929977417,,,,
3,1749,,0.2912924885749817,,,,
3,1799,,0.4531080424785614,,,,
3,1849,,0.2906792163848877,,,,
3,1899,,0.35904446244239807,,,,
3,1949,,0.3522367477416992,,,,
3,1963,,,0.4786345660686493,0.38391828536987305,0.619611382484436,0.38392341136932373
3,1963,0.3638544976711273,,,,,
4,1999,,0.3791523575782776,,,,
4,2049,,0.38108575344085693,,,,
4,2099,,0.34964752197265625,,,,
4,2149,,0.4182461202144623,,,,
4,2199,,0.28061848878860474,,,,
4,2249,,0.43106594681739807,,,,
4,2299,,0.37559258937835693,,,,
4,2349,,0.3331531882286072,,,,
4,2399,,0.3046971559524536,,,,
4,2449,,0.20680910348892212,,,,
4,2454,,,0.45855432748794556,0.34430992603302,0.5867792963981628,0.3443114459514618
4,2454,0.3394625782966614,,,,,
5,2499,,0.38241806626319885,,,,
5,2549,,0.24730736017227173,,,,
5,2599,,0.29956603050231934,,,,
5,2649,,0.4070322513580322,,,,
5,2699,,0.45757561922073364,,,,
5,2749,,0.3056372404098511,,,,
5,2799,,0.40857750177383423,,,,
5,2849,,0.1989881992340088,,,,
5,2899,,0.3358863890171051,,,,
5,2945,,,0.454496294260025,0.34693819284439087,0.5890145897865295,0.346924751996994
5,2945,0.30795228481292725,,,,,
6,2949,,0.27697399258613586,,,,
6,2999,,0.2963094115257263,,,,
6,3049,,0.19681712985038757,,,,
6,3099,,0.31092455983161926,,,,
6,3149,,0.24429979920387268,,,,
6,3199,,0.44847726821899414,,,,
6,3249,,0.3205335736274719,,,,
6,3299,,0.31797972321510315,,,,
6,3349,,0.21283739805221558,,,,
6,3399,,0.1695365160703659,,,,
6,3436,,,0.4109495282173157,0.2972417175769806,0.5451987981796265,0.2972390353679657
6,3436,0.2934246361255646,,,,,
7,3449,,0.30022239685058594,,,,
7,3499,,0.3175440728664398,,,,
7,3549,,0.23514042794704437,,,,
7,3599,,0.34087544679641724,,,,
7,3649,,0.28921282291412354,,,,
7,3699,,0.26346105337142944,,,,
7,3749,,0.17277316749095917,,,,
7,3799,,0.33175283670425415,,,,
7,3849,,0.26718977093696594,,,,
7,3899,,0.40663427114486694,,,,
7,3927,,,0.40643635392189026,0.28231123089790344,0.5313296914100647,0.2823089063167572
7,3927,0.2715955674648285,,,,,
8,3949,,0.18680739402770996,,,,
8,3999,,0.22829942405223846,,,,
8,4049,,0.20436182618141174,,,,
8,4099,,0.4748903214931488,,,,
8,4149,,0.20450368523597717,,,,
8,4199,,0.1249597817659378,,,,
8,4249,,0.35684287548065186,,,,
8,4299,,0.3967286944389343,,,,
8,4349,,0.30823537707328796,,,,
8,4399,,0.19340604543685913,,,,
8,4418,,,0.40601497888565063,0.28821349143981934,0.536855161190033,0.28821367025375366
8,4418,0.26042553782463074,,,,,
9,4449,,0.3321862518787384,,,,
9,4499,,0.20457938313484192,,,,
9,4549,,0.3157033920288086,,,,
9,4599,,0.24266386032104492,,,,
9,4649,,0.2831898033618927,,,,
9,4699,,0.15465381741523743,,,,
9,4749,,0.23299619555473328,,,,
9,4799,,0.21801844239234924,,,,
9,4849,,0.32027366757392883,,,,
9,4899,,0.24065816402435303,,,,
9,4909,,,0.40042048692703247,0.273507297039032,0.5229792594909668,0.2735077738761902
9,4909,0.2469569593667984,,,,,
10,4949,,0.18285593390464783,,,,
10,4999,,0.1433563381433487,,,,
10,5049,,0.2336156815290451,,,,
10,5099,,0.27878591418266296,,,,
10,5149,,0.17524486780166626,,,,
10,5199,,0.2447221875190735,,,,
10,5249,,0.20687180757522583,,,,
10,5299,,0.21592162549495697,,,,
10,5349,,0.21898886561393738,,,,
10,5399,,0.34543776512145996,,,,
10,5400,,,0.38820958137512207,0.25842589139938354,0.5083560943603516,0.2584303915500641
10,5400,0.23718541860580444,,,,,
11,5449,,0.22062142193317413,,,,
11,5499,,0.1904880702495575,,,,
11,5549,,0.33868277072906494,,,,
11,5599,,0.23989051580429077,,,,
11,5649,,0.32189875841140747,,,,
11,5699,,0.2626858651638031,,,,
11,5749,,0.258217453956604,,,,
11,5799,,0.2328234612941742,,,,
11,5849,,0.1915704905986786,,,,
11,5891,,,0.39309200644493103,0.26468947529792786,0.5144798159599304,0.26468873023986816
11,5891,0.22702659666538239,,,,,
12,5899,,0.10929060727357864,,,,
12,5949,,0.24365484714508057,,,,
12,5999,,0.17308014631271362,,,,
12,6049,,0.2734185755252838,,,,
12,6099,,0.15157949924468994,,,,
12,6149,,0.1776881217956543,,,,
12,6199,,0.3148398995399475,,,,
12,6249,,0.2924657464027405,,,,
12,6299,,0.17564424872398376,,,,
12,6349,,0.1934097707271576,,,,
12,6382,,,0.38308995962142944,0.24684268236160278,0.49683263897895813,0.246848002076149
12,6382,0.2207379937171936,,,,,
13,6399,,0.21653831005096436,,,,
13,6449,,0.26621443033218384,,,,
13,6499,,0.1967831254005432,,,,
13,6549,,0.17909732460975647,,,,
13,6599,,0.1711696982383728,,,,
13,6649,,0.21025331318378448,,,,
13,6699,,0.2317962348461151,,,,
13,6749,,0.2975080609321594,,,,
13,6799,,0.1335243284702301,,,,
13,6849,,0.2411121428012848,,,,
13,6873,,,0.3711360692977905,0.24520966410636902,0.4951865077018738,0.24521055817604065
13,6873,0.21344389021396637,,,,,
14,6899,,0.08843695372343063,,,,
14,6949,,0.22522716224193573,,,,
14,6999,,0.1314840167760849,,,,
14,7049,,0.2730225920677185,,,,
14,7099,,0.13564516603946686,,,,
14,7149,,0.30481165647506714,,,,
14,7199,,0.13696393370628357,,,,
14,7249,,0.1439119130373001,,,,
14,7299,,0.280213862657547,,,,
14,7349,,0.2630103826522827,,,,
14,7364,,,0.3866398334503174,0.2546311318874359,0.5046098828315735,0.25463008880615234
14,7364,0.2044839709997177,,,,,
15,7399,,0.1808152049779892,,,,
15,7449,,0.17470714449882507,,,,
15,7499,,0.19023780524730682,,,,
15,7549,,0.1554073989391327,,,,
15,7599,,0.1955491602420807,,,,
15,7649,,0.2046741247177124,,,,
15,7699,,0.17742115259170532,,,,
15,7749,,0.2120668888092041,,,,
15,7799,,0.1416434794664383,,,,
15,7849,,0.11668820679187775,,,,
15,7855,,,0.3786659240722656,0.24868938326835632,0.49868765473365784,0.2486848533153534
15,7855,0.19963997602462769,,,,,
16,7899,,0.11385656893253326,,,,
16,7949,,0.19179248809814453,,,,
16,7999,,0.30890533328056335,,,,
16,8049,,0.1457977294921875,,,,
16,8099,,0.18948966264724731,,,,
16,8149,,0.21651990711688995,,,,
16,8199,,0.2282630056142807,,,,
