Scaffold,count
O=C(Nc1c[nH]c(C(=O)Nc2c[nH]c(C(=O)NCCN3CCOCC3)c2)c1)c1cc2ccccc2cn1,2
C1=CC2CC2CCC2Oc3ccccc3CC2CC1,2
c1ccc(-c2c[nH+]cc(C3CCCCO3)c2)cc1,2
O=C(c1cc(-c2ccccc2)[nH]n1)N1CCN(c2ccccn2)CC1,2
O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CN1,2
O=C(CCNCc1ccccc1)OC1CC2CCCC3CCC4OOC32C(O4)O1,2
c1ccc(Nc2ncnc(OCc3cn(CCNc4cccc5ccccc45)nn3)n2)cc1,2
C(=CCOC1CC2CCCC3CCC4OOC32C(O1)O4)COC1CC2CCCC3CCC4OOC32C(O1)O4,2
O=P(OCCC1CC2CCCC3CCC4OOC32C(O1)O4)(OCCC1COC2OC3CCC4CCCC1C42OO3)Oc1ccccc1,2
c1ccc(Nc2cncc(-c3ccccc3)c2)cc1,2
O=C1C=CC(CSc2cccc[nH+]2)N1CCNc1ccnc2ccccc12,2
O=C(CC1CC2CCCC3CCC4OOC32C(O1)O4)CC1CC2CCCC3CCC4OOC32C(O1)O4,2
c1ccc(-c2ccnc(OCCCNc3ccnc4ccccc34)n2)cc1,2
O=c1cc(NCCCNc2cccc3cccnc23)c1=O,2
O=C(Cc1cc(-c2ccccc2)oc1-c1ccccc1)NCCC(c1ccccc1)c1ccccc1,2
O=C1C=C(c2cc3ccccc3o2)C(=O)c2ccccc21,2
c1nnn(CCCOC2OCCCC2OC2CCCCO2)c1COC1C(COCc2cn(CCCOC3OCCCC3OC3CCCCO3)nn2)OC(OC2C(COCc3cn(CCCOC4OCCCC4OC4CCCCO4)nn3)OC(OCc3cn(CCCOC4OCCCC4OC4CCCCO4)nn3)C(OCc3cnnn3CCCOC3OCCCC3OC3CCCCO3)C2OCc2cn(CCCOC3OCCCC3OC3CCCCO3)nn2)C(OCc2cnnn2CCCOC2OCCCC2OC2CCCCO2)C1OCc1cn(CCCOC2OCCCC2OC2CCCCO2)nn1,2
c1ccc(-c2cc(NC3CCCCC3)n3c(c2)nc2ccccc23)cc1,2
c1ccc2c(-n3cc(COc4ccc(B5OCCO5)cc4)nn3)ccnc2c1,2
C1=C(c2ccccc2)NNC1c1ccccc1,2
c1ccc(Nc2nc(NCCCNc3ccnc4ccccc34)nc(N3CCOCC3)n2)cc1,2
O=C(NC(CCNCc1ccccc1)Cc1ccccc1)c1ccc(C(=O)N2CCCCC2)cc1,2
O=C(Cc1cc(-c2ccccc2)oc1-c1ccccc1)NCC(c1ccccc1)c1ccccc1,2
c1cnc2c(c1)nc(NCCCN1CCN(CCCNc3nc4cccnc4n4cccc34)CC1)c1cccn12,2
O=S(=O)(Nc1ccccc1)c1ccc(Nc2ccccc2)s1,2
c1ccc(CNc2nc(-c3nnc(-c4ccccc4)o3)nc3ccccc23)cc1,2
c1ccc(Cn2ccc3ncncc32)cc1,2
c1ccc(CNc2ccccc2)cc1,2
O=C1C(=Cc2ccc(Oc3ccccc3)cc2)Oc2ccccc21,2
c1ccc(C(CC2CC3CCCC4CCC5OOC43C(O2)O5)CC2CC3CCCC4CCC5OOC43C(O2)O5)cc1,2
N=C(NCc1ccccc1)c1ccc(N2CCN(c3ccc(C(=N)NCc4ccccc4)cc3)CC2)cc1,2
c1ccc2c(c1)C(=NN1CCNCC1)c1cnc3ccccc3c1-2,2
c1ccc(Cc2nncc3ccccc23)cc1,2
O=C1CN(C(=O)c2ccnc3ccccc23)CCN1Cc1ccccc1,2
O=C(CN1CCCCC1)Nc1cc(COC(=O)CN2CCCCC2)cc(Nc2ccnc3ccccc23)c1,2
O=C(c1ccc(Nc2nccc(NCCCCCCNc3ccnc4ccccc34)n2)cc1)N1CCCC1,2
O=C(c1ccc(Nc2ccnc(NCCCNc3ccnc4ccccc34)n2)cc1)N1CCCC1,2
O=C1C=C(NCCNc2ccnc3ccccc23)C(=O)c2ccccc21,2
O=C1C=CC2OOC(c3c[nH]c4ccccc34)OC2C1,2
O=S(=O)(c1ccc(C2CCC3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)cc1)N1CCNCC1,2
c1ccc(Nc2ncnc(OCc3cn(CCCNc4ccnc5ccccc45)nn3)n2)cc1,2
c1ccc2c(c1)N=C1CC3CCN4CCC12C4C3,2
c1cc(C2CCC3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)ccc1OCCN1CCCC1,2
O=C1CC2(N3CCCC3)CC(c3ccccc3)C1C(c1ccccc1)C2,2
c1ccc(C(c2nnn[nH]2)N2CCN(c3ccnc4ccccc34)CC2)cc1,2
O=C(Nc1c[nH]c(C(=O)Nc2nccs2)c1)c1cc(C=Cc2ccccc2)c[nH]1,2
O=C(Nc1c[nH]c(C(=O)Nc2c[nH]c(C(=O)NCCN3CCOCC3)c2)c1)c1ccc(C=Cc2ccc3nsnc3c2)cc1,2
C(#Cc1cc2ccccc2[nH]1)c1ccccc1,2
O=C1CNC(=O)CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CN1,2
O=C1OC(CN2CCN(c3ccccc3)CC2)CN1CCCCCCNc1ccnc2ccccc12,2
c1cc(CNc2ccncn2)cc(Nc2ccnc3ccccc23)c1,2
O=C(NN(CC1CCCCC1)c1ccncn1)c1ccc(CN2CCNCC2)cc1,2
O=C1C(=Cc2cccc(-c3ccccc3)c2)Oc2ccccc21,2
O=C(C=Cc1ccccc1)Nc1ccc(NC(=O)C=Cc2ccccc2)c(C(=O)c2ccccc2)c1,2
O=C(Cc1cccc2ccccc12)NCCCN1CCN(CCCNc2ccnc3ccccc23)CC1,2
O=C(c1ccco1)N1CCNCC1,2
O=C1CNC(=O)C(Cc2ccccc2)OC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CN1,2
c1ccc(C2CCC3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)c(OCCN2CCOCC2)c1,2
c1cnc(N(CCNc2ccnc3ccccc23)Cc2ccco2)nc1,2
O=C(CCNCCCCNc1ccnc2ccccc12)OC1CC2CCCC3CCC4OOC32C(O4)O1,2
O=S(=O)(c1ccccc1)c1cc2ccccc2c2scnc12,2
O=C1C2=C(C(=O)c3cc4c(cc31)C1CCC(=O)c3coc(c31)C4=O)S(=O)(=O)CCN2,2
c1ccc(CNCc2cnc3ccccc3c2)nc1,2
C(CCCCCCNC1=NCCCN1)CCCCCNC1=NCCCN1,2
O=C1C=C(c2ccccn2)N(Cc2ccccc2)C(c2ccccn2)C1,2
O=C(NCCCc1ccccc1)c1ccccc1,2
C1=NOC(c2nc(-c3ccc4ccccc4c3)no2)C1,2
c1cc(CNc2ccnc(N3CCCCCC3)n2)cc(Nc2ccnc3ccccc23)c1,2
c1ccc(CN2CCN(Cc3ccc(COC4CC5CCCC6CCC7OOC65C(O4)O7)cc3)CC2)cc1,2
c1ccc(Nc2ncnc(NCCN(CCOC3CC4CCCC5CCC6OOC54C(O3)O6)CCOC3CC4CCCC5CCC6OOC54C(O3)O6)n2)cc1,2
O=C(NCCCCCNc1ccnc2ccccc12)C(=O)NC1CC(n2ccc(=O)[nH]c2=O)OC1CO[SiH](c1ccccc1)c1ccccc1,2
O=c1ccn(C2CCCO2)c(=O)n1Cc1cccc(Nc2ccnc3ccccc23)c1,2
O=C(CCN1CCCCC1)OC1CC2(N3CCCCC3)CC(c3ccccc3)C1C(c1ccccc1)C2,2
O=S(=O)(C=CSc1ccccc1)Cc1ccccc1,2
c1ccc2c(NCCCCCCCCCNc3ccnc4ccccc34)ccnc2c1,2
c1ccc2c(NCCNCCNc3ccnc4ccccc34)nccc2c1,2
c1cnc(N(CCCNc2ccnc3ccccc23)Cc2ccco2)nc1,2
c1coc(CN(CCCNc2ccnc3ccccc23)c2ccnc(N3CCCC3)n2)c1,2
O=C1C=C(Nc2ccc(S(=O)(=O)N3CCc4ccccc4C3)cc2)C(=O)c2ccccc21,2
O=C1CCSC(c2ccccc2)N1CCCNc1ccnc2ccccc12,2
O=c1ccn(C2CC2)c(CNCCCCNc2ccnc3ccccc23)c1,2
C1=C2CCCC3CCCC(CC1)C23,2
C1CC2CC(CC34CC5CC(CC(C5)C3)C4)OOC2O1,2
O=C1CCC2C3CCC4C5CC6(CCCCO6)CC5CC4C3CCC23OC13,2
c1ccc(-c2cnc3ccc(NC4CCCCC4)nn23)cc1,2
c1cc2c(cc1OCCCN1CCCCC1)CCC1CCCCC21,2
O=C(NCc1cccnc1)C1CNCC1c1cccnc1,2
c1ccc(-c2n[nH]c3cccnc23)cc1,2
O=C(NCCN1CCOCC1)c1ccc(-c2cncc(-c3cccnc3)c2)cc1,2
c1cnc(N2CCC3(CCN(Cc4cc5ccccc5c5ccccc45)C3)CC2)nc1,2
c1ccc(-c2ccc(CN3CCC4(CCN(c5ncccn5)CC4)C3)cc2)cc1,2
c1cnc(N2CCC3(CCN(Cc4cccnc4)C3)CC2)nc1,2
c1cnc(N2CCC3(CCN(Cc4cncc5ccccc45)C3)CC2)nc1,2
O=C(CNCc1ccccc1)Nc1cccc(Nc2ccnc3ccccc23)c1,2
c1ccc2c(N3CCN(c4ccnc5ncnn45)CC3)ccnc2c1,2
O=C1OC2OC3CCC4CCCC(C15CC5)C42OO3,2
O=C(Cn1cc(COc2ccccc2)nn1)NCCCCNc1ccnc2ccccc12,2
c1ccc(CCN2CCC3(N4CCCC4)CC(c4ccccc4)C2C(c2ccccc2)C3)cc1,2
O=S(=O)(NCCNCCCCCNc1ccnc2ccccc12)c1cccc2ccccc12,2
O=C1CCC2C(CCC3C4CCC=C4CCC23)C1,2
S=C(NCCCNc1ccnc2ccccc12)NCCCN(CCCCN(CCCNC(=S)NCCCNc1ccnc2ccccc12)CCCNC(=S)NCCCNc1ccnc2ccccc12)CCCNC(=S)NCCCNc1ccnc2ccccc12,2
O=C(Nc1nccs1)c1cc2ccccc2[nH]1,2
O=C1C(Cc2ccccc2)=C(OCCCCCC[P+](c2ccccc2)(c2ccccc2)c2ccccc2)C(=O)c2ccccc21,2
c1coc(CN(CCCNc2ccnc3ccccc23)c2nccc(N3CCCCC3)n2)c1,2
O=C1Nc2ccccc2C12CC1NCC3CC2OCC31,2
O=C(NC(Cc1ccccc1)C(=O)NN(CCc1ccccc1)c1cc(=O)c1=O)OCc1ccccc1,2
c1ccc(C2CC3(N4CCCCC4)CCN(CCN4CCNCC4)C2C(c2ccccc2)C3)cc1,2
O=C(COc1ccc(C=CC(=O)c2ccccc2)cc1)NCCCNc1ccnc2ccccc12,2
O=C(CC1CCCCC1)NCCCN1CCN(CCCNc2ccnc3ccccc23)CC1,2
O=C(CCN1CCOCC1)OC1CC2CCCC3CCC4OOC32C(O4)O1,2
N=S1(=O)CC2C(OC(COCc3ccccc3)C(OCc3ccccc3)C2OCc2ccccc2)c2ccccc21,2
c1ccc(-c2ccnc(NCCCCCCCCCCCCNc3ccnc4ccccc34)n2)cc1,2
c1ccc(CNc2ccnc(-c3ccccn3)n2)cc1,2
C=C1C(=O)OC2C=CCCC=CCCC12,2
c1ccc(CN2CC3(CCN(c4ncccn4)C3)C2)nc1,2
c1ccc2c(NCCNCCNc3c4ccccc4nc4ccccc34)c3ccccc3nc2c1,2
c1ccc2c(c1)c[nH+]c1c3ccccc3c3occc3c21,2
c1ccc(COCc2ccc(C34CCC5CCCCC5(CO3)OO4)cc2)cc1,2
C(=Cc1ccc2c(c1)OCO2)Cn1cc(COc2ccc3c4ccncc4n(Cc4cn(CC=Cc5ccc6c(c5)OCO6)nn4)c3c2)nn1,2
O=C1c2ccccc2SC(c2ccccc2)N1CCCCNc1ccnc2ccccc12,2
c1cc(C2CCC3(CC2)CCC2(OO3)C3CC4CC(C3)CC2C4)ccc1OCCN1CCOCC1,2
O=C(C=CCCC1CCCCC1)N1C(=O)C=CC1Cc1c[nH]c2ccccc12,2
c1ccc2c(NCc3ncc(CN4CCCC4)[nH]3)ccnc2c1,2
C=C1CN2CCc3c([nH]c4ccccc34)C2CC1CCc1c[n+]2c(c3[nH]c4ccccc4c13)CC1C=COCC1C2,2
O=S(=O)(c1cccc(-c2ccc3ncc(-c4ccc(-c5nnn[nH]5)cc4)n3n2)c1)C1CC1,2
O=C(Nc1cccnc1)c1ccnn1Cc1ccccc1,2
c1ccc(Nc2cc3[nH]c(Nc4ccc(N5CCN(C6CC6)CC5)cn4)nc3cn2)cc1,2
c1ccc(-c2nc3cnc(Nc4ccc(N5CCNCC5)cn4)cc3[nH]2)cc1,2
O=C(NNC(=S)Nc1ccccc1)c1cn(Cc2nnc[nH]2)c2ccccc2c1=O,2
O=C(CNC(=O)C1=CNC2C=C3OCOC3=CC2C1=O)OC(c1cccc2ccccc12)C1CC2CCC1CC2,2
c1cnc(N2CCC3(CN(Cc4c[nH]c5ncccc45)C3)C2)nc1,2
O=C(COc1ccc(C=NNc2ccnc3ccccc23)cc1)c1ccccc1,2
O=C(NCCCN1CCN(CCCNc2ccnc3ccccc23)CC1)c1ccc(C(=O)c2ccccc2)cc1,2
O=C1OC(CN2CCN(c3ccccc3)CC2)CN1CCCNc1ccnc2ccccc12,2
C1=CC(c2ccc[nH]2)=NC1=Cc1[nH]c(CCC2CCCCC2)cc1CCC1CCCCC1,2
c1ccc2c(c1)cc1c3c(cc4c(c32)OCO4)CCN1,2
O=C(CCNCc1ccccc1)c1ccc2ccccc2c1,2
O=C1C=C(CCCC[P+](c2ccccc2)(c2ccccc2)c2ccccc2)C(=O)c2ccccc21,2
c1ccc2c(N3CCN(CCCOc4ccc5c(c4)CCC4CCCCC54)CC3)ccnc2c1,2
O=C(NCCCCCNc1ccnc2ccccc12)C(=O)NC1COC(n2ccc(=O)[nH]c2=O)C1,2
c1ccc(-c2cncc(-c3ccc(OCCN4CCCC4)cc3)c2)cc1,2
O=c1cc(CNCCNc2ccnc3ccccc23)[nH]cc1OCc1ccccc1,2
O=c1[nH]c2ccccc2c2ccccc12,2
O=C1C(Nc2ccc(-c3ccccc3)cc2)=CC(=O)c2ncccc21,2
O=C(Nc1c[nH]c(C(=O)Nc2c[nH]c(C(=O)Nc3c[nH]cn3)c2)c1)c1cc2ccccc2cn1,2
c1ccc2c(NCCN3CC[N+](CCOC4CC5CCCC6CCC7OOC65C(O4)O7)(OC4CC5CCCC6CCC7OOC65C(O7)O4)CC3)ccnc2c1,2
O=C(Nc1c[nH]c(C(=O)Nc2c[nH]c(C(=O)Nc3c[nH]c(C(=O)NCCN4CCOCC4)c3)c2)c1)c1ccccc1,2
c1cnc2c(c1)N=C(N1CCNCC1)c1ccccc1N2,2
O=C1c2[nH]cc3c2C(=[NH+]CC3)c2c(-c3ccccc3)c[nH]c21,2
O=S1(=O)CC[NH+](C2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)CC1,2
C1=C(c2ccccc2)CCN(CCCc2ccc3c(c2)OCO3)C1,2
c1cc(C2CCC3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)ccc1OCCN1CCCOCC1,2
O=c1cccnn1CC1CN1Cc1cnc2ccccc2c1,2
O=C1CNC(=O)CNC(=O)C2CCCN2C(=O)CNC(=O)C2CCCN2C(=O)C2CCCN2C(=O)CNC(=O)CN1,2
S=C(NCCCNc1nc2ccccc2c2[nH]c3ccccc3c12)Nc1ccccc1,2
O=C(NCCc1c[nH]c2ccccc12)c1cc2c(cn1)[nH]c1ccccc12,2
O=C1CNc2cccc3[nH]cc(c23)CCN1,2
C(=CC1CC2CCCC3CCC4OOC32C(O1)O4)c1cccc(C=CC2CC3CCCC4CCC5OOC43C(O2)O5)c1,2
c1cc(N2CCOCC2)nc(NCCNc2nc(N3CCOCC3)nc(N3CCOCC3)n2)n1,2
O=C(NCCc1cnc[nH]1)C1CC2CCC1O2,2
c1cc(CNc2ccnc(N3CCOCC3)n2)cc(Nc2ccnc3ccccc23)c1,2
O=C1C2C3CCC(O3)C2C(=O)N1C1CCCCC1,2
C1=NCCc2c1cccc2-c1ccc2ccccc2c1,2
c1ccc(N2CCN(c3nccc(NCc4cccc(Nc5ccnc6ccccc56)c4)n3)CC2)cc1,2
O=C(c1cc(-c2ccc(CN3CCOCC3)cc2)nc2ccccc12)N1CCCCC1,2
c1ccc2c(CNCCN3CCNCC3)cc(-c3ccc(CN4CCOCC4)cc3)nc2c1,2
O=C1CCCc2cccc(-c3ccccc3)c2C1,2
c1cc(C2CCC3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)ccc1OCCCNC1CCOCC1,2
O=C(c1ccnc(Nc2nc3ccc(-c4ccccc4)nc3[nH]2)c1)N1CCNCC1,2
O=C(C=C1CCC2C1CCC1C3CCCCC3CCC21)NNS(=O)(=O)c1ccccc1,2
c1cc(CCC2CC3CCCC4CCC5OOC43C(O2)O5)ccc1CCC1CC2CCCC3CCC4OOC32C(O1)O4,2
O=C(NCCCCCNc1ccnc2ccccc12)NC1CC(n2ccc(=O)[nH]c2=O)OC1CO[SiH](c1ccccc1)c1ccccc1,2
O=c1cccnn1CCNCc1ccnc2ccccc12,2
O=C(CNc1ccnc2ccccc12)NCc1nccc2c1[nH]c1ccccc12,2
c1ccc(CCc2cccc(N=c3cc[nH]c4ccccc34)c2)cc1,2
O=C(OC1CC2CCCC3CCC4OOC32C(O4)O1)c1ccc(C=CC(=O)c2ccco2)cc1,2
O=C(NC(CCN1CCN(Cc2ccccc2)CC1)Cc1ccccc1)C(Cc1ccccc1)N1C(=O)c2ccccc2C1=O,2
O=C(NC(CCNCc1ccccc1)Cc1ccccc1)c1cccc(C(=O)N2CCCC2)c1,2
c1ccc(Cc2ccc(-c3ccc4ccccc4n3)cc2)cc1,2
c1ccc2c(Nc3ccc4[nH]c(NCCN5CCOCC5)nc4c3)ccnc2c1,2
O=c1ccn(C2CCC(COC3CC4CCCC5CCC6OOC54C(O3)O6)O2)c(=O)[nH]1,2
O=C(NCCNc1ccnc2ccccc12)NC1CC(n2ccc(=O)[nH]c2=O)OC1CO[SiH](c1ccccc1)c1ccccc1,2
O=c1ccn(C2CCCO2)c(=O)n1CCNc1ccnc2ccccc12,2
O=[PH](OCCCC1CC2CCCC3CCC4OOC32C(O1)O4)OCCC1CC2CCCC3CCC4OOC32C(O1)O4,2
C=C1CCC2CC3=C(CC(=O)CC3=O)OC2CCC2CCC12,2
c1ccc2c(c1)Cc1cc(CN3CCc4cc5c(cc4C3C3OCc4ccccc43)OCO5)ccc1-2,2
O=C(NCCCN1CCN(CCCNc2ccnc3ccccc23)CC1)C(c1ccccc1)c1ccccc1,2
c1cnc(N2CCC3(CCN(Cc4coc5ccccc45)C3)CC2)nc1,2
c1ccc(-c2ccc(-c3cc4ccccc4[nH]3)o2)nc1,2
c1ccc2c(NCCN=C3C4CC5CC(C4)CC3C5)ccnc2c1,2
c1ccc2[nH]c(C3CCN(c4ccnc(N5CCOCC5)n4)CC3)nc2c1,2
O=C(NCCNc1ccnc2ccccc12)NN=Cc1ccccc1,2
c1cc(NCCCCNc2ccnc3ncnn23)n2ncnc2n1,2
O=C(CN1CCCCC1)Nc1cc(COC(=O)CCCCCN2CCCCC2)cc(Nc2ccnc3ccccc23)c1,2
O=C(NCCCCNc1cccc2cccnc12)NNC(=O)NN=C(c1ccccc1)c1ccccc1,2
c1cc(C2CCC3(CC2)CC2(OO3)C3CC4CC(C3)CC2C4)ccc1OCCN1CCOCC1,2
c1cncc(-c2cncc(-c3ccc(-n4cccn4)cc3)c2)c1,2
O=C(C=Cc1cnc[nH]1)NCCNCCNc1ccnc2ccccc12,2
c1cc(NCCCNc2ccnc3ncnn23)n2ncnc2n1,2
O=C(CCC(=O)OC1CC2CCCC3CCC4OOC32C(O4)O1)NCCCNc1c2ccccc2[nH+]c2[nH]c3ccccc3c12,2
O=C(c1ccc(Nc2ccnc(NCCCCNc3ccnc4ccccc34)n2)cc1)N1CCCCC1,2
c1cncc(-c2cncc(-c3ccncc3)n2)c1,2
O=C(CCc1ccccc1)NC(C(=O)NCc1ccccc1)c1ccco1,2
O=C(OCCC1CC2CCCC3CCC4OOC32C(O1)O4)C1CC=CCC1,2
c1cnc(NCCCCCCNc2ccnc3ccccc23)nc1,2
O=C(CN(CCNc1ccnc2ccccc12)C(=O)c1cnccn1)C1CCCCC1,2
c1ccc2c(NCCCCCCN3C4CC5CC(C4)CC3C5)ccnc2c1,2
O=C1CCSC(c2ccccc2)N1CCNc1ccnc2ccccc12,2
O=C1NC=NC1(c1ccccc1)c1ccccc1,2
c1ccc(Nc2cc3nc4ccccc4n(-c4ccccc4)c-3cc2=NCCN2CCCC2)cc1,2
C1=CCN2C=C(c3ccccc3)NC2=C1,2
c1ccc(Nc2cc3nc4ccccc4n(-c4ccccc4)c-3cc2=NCCCCC23CCCC[NH+]2CCCC3)cc1,2
c1ccc2c(NCCCCCCN3C4C5C6CC7C8C6C4C8C3C75)ccnc2c1,2
O=C(NC(CCNCc1ccccc1)Cc1ccccc1)c1cccc(CN2CCCC2)c1,2
C(CCc1cc2ccccc2c2ccccc12)=NCCc1ccccn1,2
C(CCc1cccc2ccccc12)=NN=Cc1ccco1,2
O=C(CNC(=O)CN1CCCCC1)NCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)N1CCN=C1COc1ccccc1,2
O=C(C=Cc1cnc2ccccc2c1)c1cccs1,2
O=C(CCN1CCNCC1)N1CCC2(N3CCCCC3)CC(c3ccccc3)C1C(c1ccccc1)C2,2
O=C(COc1ccc(C(=O)C=Cc2ccccc2)cc1)NCCNc1ccnc2ccccc12,2
O=C(COc1ccccc1)NCCCCCCNc1ccnc2ccccc12,2
O=C(NC1CCN(c2ccccc2)CC1)c1cncc(-c2cn[nH]c2)c1,2
O=C(NCc1ccc(-c2ccccc2)cc1)C1CCC1,2
O=C1NCCC2(CCN3CCc4c(oc5ccccc45)C3C2)N1,2
O=C1CCC2C(CCC3C2CCC2C(c4ccoc4)C(=O)C4OC423)C1,2
C1CCC2(CO2)C(C2CO2)C1,2
O=C(NC1CC1)c1cnc(Oc2ccc3c(c2)BOC3)cn1,2
C1=CC2CCCC2CCC1,2
O=C(NCCCNCCCCCCCCCCNCCCNC(=O)C1CCC2(CC1)OOC1(O2)C2CC3CC(C2)CC1C3)C1CCC2(CC1)OOC1(O2)C2CC3CC(C2)CC1C3,2
c1cnc(N2CCC3(CCN(Cc4cnc5ccccc5c4)C3)CC2)nc1,2
c1ccc(COC2CNCCC2CNCc2ccnc3ccccc23)cc1,2
O=C1OC2C=C1CCCCc1ccc(o1)C1OC1C2,2
c1ccc2c(c1)CC(c1ccc3c(c1)OCO3)O2,2
O=C(NCCCN1CCNCC1)c1ccccc1,2
C=C1CCC2Oc3ccc4ccccc4c3C=C12,2
c1ccc2c(NCCCCCCCCNc3ccnc4ncnn34)ccnc2c1,2
c1ccc(C2OOC(c3ccc(CNc4ccnc5ccccc45)cc3)OO2)cc1,2
c1ccc2c(c1)nc(NCCCNCCNc1nc3ccccc3n3cccc13)c1cccn12,2
c1cc(Nc2nc3cnc(NC4CCC4)cc3[nH]2)ncc1N1CCN(CC2CC2)CC1,2
C1=CC(c2ccc[nH]2)=NC1=Cc1[nH]ccc1CCC1CCCCC1,2
O=C(NCCCNCCCNc1ccnc2ccccc12)c1ccc(C=CC(=O)c2ccco2)cc1,2
C(#CC1CN2CCC1CC2)c1ccc(-c2ccccc2)cc1,2
O=C(C=Cc1ccc(C(=O)N2CCN(c3ccnc4ccccc34)CC2)cc1)c1ccco1,2
c1cnc(N2CCC3(CCN(Cc4ccnc5ccccc45)C3)CC2)nc1,2
c1cnc(N2CCC3(CCN(Cc4ccoc4)C3)CC2)nc1,2
c1ccc(COC2CNCCC2CNc2ccnc3ccccc23)cc1,2
O=C(Nc1cc(C(=O)Nc2ccccc2)cc(C(=O)Nc2ccccc2)c1)Nc1cc(C(=O)Nc2ccccc2)cc(C(=O)Nc2ccccc2)c1,2
O=C(CN1CCCCCC1)NCCNc1ccnc2ccccc12,2
O=C(CN1CCCC1)NCCNc1ccnc2ccccc12,2
O=c1cc(CNCCCCNc2ccnc3ccccc23)n(C2CC2)cc1OCc1ccccc1,2
c1ccc2c(NCCNCCN3CCCCCC3)ccnc2c1,2
O=C1C=CC2C(C1)CC(=O)C1C2CCC2C(c3ccoc3)C(=O)C3OC321,2
O=C(NCC1CCCCN1)c1ccccc1,2
O=C1C=C(C(Sc2ccc3ccccc3c2)c2ccccc2)C(=O)c2ccccc21,2
c1coc(CN(CCNc2ccnc3ccccc23)c2ccnc(N3CCOCC3)n2)c1,2
O=C(CC(c1ccccc1)c1c[nH]c2ccccc12)c1ccccc1,2
O=C(NCCCNCCCNCCCNC(=O)NCCC(c1ccccc1)c1ccccc1)NCCC(c1ccccc1)c1ccccc1,2
c1ccc(Nc2nccc(Nc3ccc4c[nH]nc4c3)n2)cc1,2
O=c1[nH]c2cnc3ccc(-c4cnc5ccccc5c4)cc3c2n1-c1ccccc1,2
O=c1[nH]c2cnc3ccc(-c4ccncc4)cc3c2n1-c1ccccc1,2
O=c1[nH]c2cnc3ccc(-c4cccnc4)cc3c2n1C1CCCCC1,2
O=C(Nc1ccc(-c2nc3ccccc3[nH]2)cc1)c1cccs1,2
C1CC2OOC34C(C1)CCCC3CCOC24,2
c1csc(CNc2cccc3nc4ccccc4n23)c1,2
O=C(CCNc1ccnc2ccccc12)NNC(=O)C1Cc2c([nH]c3ccccc23)CN1,2
O=C1C(NCCc2ccccc2)=CC2=[NH+]CCc3c[nH]c1c32,2
O=C(Cc1ccccc1)NCC1CCC(n2cnc3c(NCc4ccc(Oc5ccccc5)cc4)ncnc32)O1,2
O=c1occcc1Cc1ccc2c(c1)C=CCO2,2
O=C(Oc1ccccc1)c1ccccc1,2
O=C(OC1CC2CC(c3ccccc3)C1C(c1ccccc1)C2)c1ccncc1,2
O=C(CCc1ccccc1)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)C1CO1,2
c1ccc2c(NCCNCC3CC3)ccnc2c1,2
c1cnc(N2CCC3(CN(Cc4ccoc4)C3)C2)nc1,2
c1cnc(N2CCC3(CN(CC4CCCCC4)C3)C2)nc1,2
c1ccc2c(NCc3nc(-c4ccc(N5CCCC5)cc4)c[nH]3)ccnc2c1,2
O=c1ncccn1C1C=CCCO1,2
O=C(CCCc1cn(CCN2CCOCC2)c2ccccc12)NC1CCCCCC1,2
c1ccc(-c2ccc(CN3CC4(CCN(c5ncccn5)C4)C3)cc2)cc1,2
O=c1[nH]c(=O)c2nc[nH]c2[nH]1,2
O=C(NC1CCCCC1)N(CCCCC1CCCCC1)CCc1ccccc1,2
c1ccc(-c2nc(NCCCn3ccnc3)cc(-c3cccnc3)n2)cc1,2
O=C(CNc1ccnc2ccccc12)NNC(=O)C1Cc2c([nH]c3ccccc23)CN1,2
c1cnc(N2CCC3(CN(Cc4ccco4)C3)C2)nc1,2
C1=CC(c2ccc[nH]2)=NC1=Cc1[nH]c(Cc2ccccc2)cc1CCC1CCCCC1,2
C(=Cc1ccccc1)C1=CC2CCCC3CCC4OOC23C(O1)O4,2
O=C1CC(C=Cc2ccccc2)N1C1CCCCC1,2
C1C2CC3CC1CC(C2)C31OOCC(C2CC2)O1,2
O=C1C=CCC=C1,2
c1ccc2c(N3CCN(CCN4CCCCCC4)CC3)ccnc2c1,2
O=C(CC(NC(=O)c1ccccc1)c1ccccc1)NCCNc1ccnc2ccccc12,2
c1ccc2c(c1)OCC1(COCO1)O2,2
c1ccc(-c2ccc(-c3cncnc3)cc2)cc1,2
c1ccc2c(Nc3ccc(CN4CCOCC4)cc3)ccnc2c1,2
