Scaffold,count
c1ccc(Nc2cc3nc4ccccc4n(-c4ccccc4)c-3cc2=NCCC23CCCN2CCC3)cc1,4
c1ccc(-c2cccc(CCC3CCCCN3)c2)cc1,4
c1ccc(Nc2cc3nc4ccccc4n(-c4ccccc4)c-3cc2=NCC23CCCN2CCC3)cc1,4
c1ccc2cc(CNCC3CCNC3)ccc2c1,4
O=C(Nc1cccnc1)c1ccc(-c2ccccc2)o1,4
c1ccc(-c2cn3c(n2)[nH]c2ccccc23)cc1,4
O=C(Nc1ccccc1)Nc1cnc(-n2ccnc2)nc1,4
O=C(c1ccc(Nc2nccc(NCCCCNc3ccnc4ccccc34)n2)cc1)N1CCCC1,4
c1ccc(CNCCCn2c(-c3ccccc3)c(-c3ccccc3)c3ccc4ccccc4c32)cc1,4
c1ccc2c(Nc3ccc4[nH]cnc4c3)c3ccccc3nc2c1,4
c1ccc(CCCc2cccc(CN3CCCCC3)c2)cc1,4
O=C1C(=Cc2ccn(-c3ccccc3)c2)SC(=Nc2ccccc2)N1c1ccccc1,4
O=S(=O)(Nc1ccc(Nc2ccncn2)cc1)c1cnoc1,4
c1ccc(-c2cc(-c3ccccc3)c3c(ccc4ccccc43)n2)cc1,4
O=S(=O)(c1ccccc1)N1CCCC1CCN1CCCCC1,4
O=C(CCC(=O)N1CCN(c2ccnc3ccccc23)CCN(c2ccnc3ccccc23)CC1)N1CCN(c2ccnc3ccccc23)CCN(c2ccnc3ccccc23)CC1,4
O=C(CCc1cn(-c2ccccc2)nc1-c1ccc2c(c1)OCO2)NCCNC1CCCCC1,4
c1ccc2c(NCCCCNc3nccc(N4CCNCC4)n3)ccnc2c1,4
c1ccc2c(CN3CCNCC3)cc(-c3ccc(CN4CCOCC4)cc3)nc2c1,4
c1ccc(Nc2nc(Nc3cccc(Nc4ccnc5ccccc45)c3)nc(N3CCNCC3)n2)cc1,4
c1csc(CNCCCNc2ccnc3ccccc23)c1,4
c1ccc(CN2CC2Cn2cncn2)cc1,4
O=C(CCCCCC1=CC(=O)c2ccccc2C1=O)NCCNc1ccnc2ccccc12,4
O=C(Cc1ccc(Cc2ccc3ccccc3c2)cc1)NCCNc1ccnc2ccccc12,4
c1csc(CN(Cc2cnc3ccccc3c2)Cc2cnc3ccccc3c2)c1,4
S=C(NCCCNCCCCCCCNCCCNC(=S)NCC(c1ccccc1)c1ccccc1)NCC(c1ccccc1)c1ccccc1,4
c1ccc2c(NCCCN3CCNCC3)ncnc2c1,4
c1cc(COCCC2CC3CCCC4CCC5OOC43C(O2)O5)cc(COCCC2CC3CCCC4CCC5OOC43C(O2)O5)c1,4
O=C1C(NC=Cc2ccccc2)=CC2=[NH+]CCc3c[nH]c1c32,4
c1ccc(C(Nc2ccnc3ccccc23)c2ccc(Cn3ccnc3)cc2)cc1,4
O=C(c1ccc(Nc2nccc(NCCCNc3ccnc4ccccc34)n2)cc1)N1CCOCC1,4
O=C1Nc2ccc(S(=O)(=O)Nc3ccccc3)cc2C1=Cc1cc(C(=O)N2CCNCC2)c[nH]1,4
O=c1cc[nH]c(CNCCCNc2ccnc3ccccc23)c1,4
c1cc(-c2nc3cc4ccccc4cc3[nH]2)nc(-c2nc3cc4ccccc4cc3[nH]2)c1,4
O=C(CNC(=O)OCc1ccccc1)NN(CCc1ccccc1)c1cc(=O)c1=O,4
O=C1C=CC2(C=C1)CCC(C1C(=O)NC13C=CC(=O)C=C3)O2,4
c1ccc(Nc2nc(NCCN(CCOC3CC4CCCC5CCC6OOC54C(O3)O6)CCOC3CC4CCCC5CCC6OOC54C(O3)O6)nc(Nc3ccccc3)n2)cc1,4
O=C(CCCC(=O)OCCC1CC2CCCC3CCC4OOC32C(O1)O4)OCCC1CC2CCCC3CCC4OOC32C(O1)O4,4
c1cnc2c(Nc3ccnc4ncnn34)cccc2c1,4
C1=NOCC1,4
O=C1c2ccccc2-c2c1c(NCCN1CCCCC1)nc1ccccc21,4
c1ccc(-c2ccn3ncc(-c4ccccc4)c3n2)cc1,4
O=[PH](OCc1ccccc1)OCc1ccccc1,4
O=C1NCC(=O)N2C1Cc1c([nH]c3ccccc13)C2c1ccc2c(c1)OCO2,4
O=C(CSCc1ccccc1)c1c[nH]c2ccccc12,4
O=C(Nc1cccc(N2CCNCC2)c1)c1ccc2[nH]c3ccccc3c(=O)c2c1,4
O=C1Nc2ccccc2C12OC=NN2c1ccccc1,4
c1ccc2nc(-c3ccc(CN4CCOCC4)cc3)ccc2c1,4
O=C1Nc2ccccc2C12CC(c1ccccc1)c1ccccc1N2,4
O=c1c2ccccc2[nH]c2cc(Nc3ccc(CN4CCOCC4)cc3)ccc12,4
O=c1[nH]c(-c2ccccc2)nc2[nH]nnc12,4
C1CCC(N=C(NC23CC4CC(CC(C4)C2)C3)N2CCOCC2)CC1,4
N=C(NCCCNCCCCCCCNCCCNC(=N)NC(=N)NCCC(c1ccccc1)c1ccccc1)NC(=N)NCCC(c1ccccc1)c1ccccc1,4
O=C(Nc1ccccn1)NC1CCCC1,4
c1ccc2c(NCCCn3ccnc3)ccnc2c1,4
O=C(CC(c1ccccc1)N1Cc2ccccc2C1=O)NC1CCN(Cc2ccccc2)CC1,4
c1ccc(CN2CCC(CNc3c4c(nc5ccccc35)CCC4)CC2)cc1,4
O=C(c1ccc2[nH]cnc2c1)c1cccs1,4
O=C(Nc1ccc2ccc(=O)[nH]c2c1)c1cc2ccccc2o1,4
O=C(c1ccccc1)N1CCc2c([nH]c3ccccc23)C1c1ccccc1,4
c1csc(CCNC2CCCNc3ccccc32)c1,4
O=C(NCCCNCCCCCCNCCCNC(=O)Nc1ccccc1)Nc1ccccc1,4
c1ccc2c(c1)CCCC2NCc1ccc2occc2c1,4
c1ccc(NCc2cnc[nH]2)cc1,4
c1ccc(Nc2ncnc(OCc3cn(CCNc4ccnc5ccccc45)nn3)n2)cc1,4
c1ccc(CNCCCn2ccc3ccccc32)cc1,4
O=C(NC(CCNCc1ccccc1)Cc1ccccc1)c1ccccc1CN1CCCCC1,4
c1cc(CCC2CCCCN2)cc(-c2ccncc2)c1,4
c1ccc(C2CCN(CC3CCCN4CCCCC34)CC2)cc1,4
O=C(Nc1cc(C2CC2)nn1-c1nccc(=O)[nH]1)C(c1ccccc1)c1ccccc1,4
c1ccc(COc2ccc(CNCCCCCCCCCCNCc3ccc(OCc4ccccc4)cc3)cc2)cc1,4
O=C1C=CC2CCC(COC(=O)OCc3ccccc3)C(CCC3=CCOC3=O)C2C1,4
c1ccc(CON=c2[nH]cnc3c2ncn3C2CCCO2)cc1,4
c1cc(CNCCCNc2ccnc3ccccc23)c2c(c1)OCO2,4
c1ccc2[nH]c(CNCC3CCN(C4CCNCC4)CC3)cc2c1,4
c1ccc(COc2ccc(CNCCCCCCCCCCCCNCc3ccc(OCc4ccccc4)cc3)cc2)cc1,4
c1ccc2nc(NCC3CCN(C4CC4)C3)ccc2c1,4
c1ccc(N2CCC(NCc3cccc(CN4CCNCC4)c3)CC2)cc1,4
C(CCCCCCC1=NCCN1)CCCCCC1=NCCN1,4
S=C(NCCCNCCCNCCCNC(=S)NCC(c1ccccc1)c1ccccc1)NCC(c1ccccc1)c1ccccc1,4
c1cc(CNCCCN2CCN(CCCNCc3cccc(-c4nc5ccccc5n5cccc45)c3)CC2)cc(-c2nc3ccccc3n3cccc23)c1,4
c1ccc(CCNCCCNc2nc3ccccc3n2Cc2ccccc2)cc1,4
O=C(CCCCc1ccno1)Nc1nc(-c2ccccc2)cs1,4
c1ccc(CCN2CCC(Nc3nc(NCc4ccccc4)nc4ccccc34)CC2)cc1,4
O=c1cc(-c2ccc(-c3ccccc3)cc2)nc[nH]1,4
C(CN1CCCC1)=C(c1ccccc1)c1ccccn1,4
c1ccc(CN2CCC(CCNCC3CCCN4CCCCC34)CC2)cc1,4
C1=C2CCC3CCCC4CCC(CC1)C2C34,4
O=c1c2ccccc2[nH]c2cc(-c3ccc(CN4CCOCC4)cc3)ccc12,4
O=S(=O)(c1cccc(-c2ccc3ncc(-c4cccnc4)n3n2)c1)C1CC1,4
O=c1c2ccccc2[nH]c(=S)n1CCN1CCC(=C(c2ccccc2)c2ccccc2)CC1,4
O=C(CC(NC(=O)c1ccccc1)c1ccccc1)OC1CC2CCCC3CCC4OOC32C(O4)O1,4
[N+]=C1C=CC(=C(c2ccccc2)c2ccccc2)C=C1,4
c1ccc(CCN2CCCC2)cc1,4
O=C(NCCCC(NCc1ccccc1)C(=O)NCCc1ccccc1)OCc1ccccc1,4
c1ccc2[s+]c3ccccc3nc2c1,4
C(=Cc1ccccc1)Cn1ccnn1,4
O=C(Cc1ccccc1)N(CCCn1ccnc1)c1nc2ccccc2s1,4
c1ccc2c(NCCn3ccc4nncc-4c3)ccnc2c1,4
O=C(OC1CC2CCCC3CCC4OOC32C(O4)O1)c1ccccc1,4
O=C1c2ccccc2C(=O)N1Cc1nc2ccccc2n1Cc1cnnn1-c1ccccc1,4
c1ccc(CNCc2cc3ccccc3[nH]2)cc1,4
O=c1[nH]cnc2c1ncn2CCN(CCP(=O)(NCCc1ccccc1)NCCc1ccccc1)CP(=O)(NCCc1ccccc1)NCCc1ccccc1,4
c1ccc(OC2CCN(c3cc(C4CCC4)ncn3)CC2)cc1,4
O=C(Nc1cnc2c(c1)COCC2)c1cc2ccccc2[nH]1,4
c1ccc(CCCn2ccnn2)cc1,4
O=C(Cc1cn(C(=O)c2ccccc2)c2ccccc12)N1CCOCC1,4
O=S(=O)(NNc1ccnc2ccccc12)c1cccc2ccccc12,4
O=c1c(-c2ccc(Cc3ccccc3)cc2)c[nH]c2ccccc12,4
O=C1CCC(=O)c2ccccc21,4
c1ccc(CNC2CCCc3occc32)cc1,4
O=C(Nc1ccccc1)Nc1ccc(Oc2ccncc2)cc1,4
c1ccc(CN2CCC3(CC2)CN(c2ccccc2)CC3COCC2CC2)cc1,4
c1ccc(C(c2ccccc2)(c2ccc(CN3CCCC3)cc2)N2CCCC2)cc1,4
c1ccc2c(-n3cc(COc4ccc5c(c4)[nH]c4cnccc45)nn3)ccnc2c1,4
O=C(Nc1c(S(=O)(=O)c2ccccc2)c2nc3ccccc3nc2n1CCc1ccccc1)c1ccccc1,4
c1cncc(-c2ccc(CNC3CCN(Cc4cccs4)CC3)cc2)c1,4
c1ccc2c(c1)CC1CC2CCN1CC1CC1,4
c1ccc(OCc2cn(CCCNc3ccnc4ccccc34)nn2)cc1,4
c1ccc2c(NCC3CCNC3)ccnc2c1,4
O=C(OC1CC2(N3CCCCC3)CC(c3ccccc3)C1C(c1ccccc1)C2)c1ccccc1,4
O=C(Nc1ccccc1)c1coc2ncn(CCN3CCCC3)c(=O)c12,4
O=S(=O)(Nc1cccc2cccnc12)c1cccs1,4
c1ccc(OCCCOc2ccc(-c3cc4ccccc4o3)cc2)cc1,4
O=C(c1ccc(Nc2nccc(NCCCCNc3ccnc4ccccc34)n2)cc1)N1CCOCC1,4
O=c1nc2n(nc1-c1ccccc1)C1(CCC1)Nc1ccccc1-2,4
O=C(Nc1ccc2nc3c(c(Nc4ccccc4)c2c1)CCCC3)c1ccccc1,4
O=C(Nc1ccc(C2(c3ccc(NC(=O)c4ccccc4)cc3)c3ccccc3C(=O)c3ccccc32)cc1)c1ccccc1,4
c1ccc(CCNCc2coc3ccccc23)cc1,4
O=C(C(=O)c1ccccc1C(=O)N1CCCCC1)c1ccccc1,4
c1ccc(COC2CN(c3ccnc(Nc4ccccc4)n3)C2)cc1,4
c1ccc(CCN2CCC(CNCc3c[nH]c4ccccc34)CC2)cc1,4
c1ccc2c(NCCOCCNc3ccnc4ccccc34)ccnc2c1,4
c1ccc(-c2cccc(N3CCC(NCC4CCNCC4)CC3)c2)cc1,4
O=C(C=Cc1ccccc1)NCC12CC(CN1Cc1ccccc1)C2,4
c1cc2c3c(ccnc3c1)CCC2,4
c1ccc(CN2CCN(CCNc3ccnc4ccccc34)CC2)cc1,4
O=C(c1ccnc2[nH]cnc12)N1CCOc2ccccc21,4
c1coc(-c2nc3c4ccccc4ncn3n2)c1,4
c1cc(N2CCCNCC2)c2sccc2n1,4
c1ccc2[nH]c(-c3cc(N4CCCC4)ccn3)cc2c1,4
O=C1c2ccccc2C(c2c[nH]c3ccccc23)N1c1ccccc1,4
c1ccc(CN=C2NC(=NCc3ccccc3)c3ccccc32)cc1,4
c1ccc2c(Nc3ccc(NCCOC4CC5CCCC6CCC7OOC65C(O4)O7)cc3)ccnc2c1,4
c1ccc(CN2CCC3(CC2)CC(c2ccccc2)CN(C2CC2)C3)cc1,4
c1coc(CNc2nc(Nc3cccc4ccccc34)nc3ccccc23)c1,4
c1ccc(N2CCC(CN3CCC(c4c[nH]c5ccccc45)(c4c[nH]c5ccccc45)CC3)C2)cc1,4
c1ccc(CN2CCCC(c3ncc[nH]3)C2)nc1,4
c1ccc(N2CCN(c3cc(C4CCC4)ncn3)CC2)cc1,4
O=C1NCCCOc2cccc(c2)C2c3ccc(cc3CCN2C(=O)c2ccccc2)Oc2cccc1c2,4
O=C(Nc1ccccc1)c1ccnn1Cc1ccccc1,4
N=C1c2ccccc2-c2c1c(N1CCN(c3ccccn3)CC1)nc1ccccc21,4
c1cc(NCCC2CC2)nc(CNCCC2CC2)n1,4
O=C(CC1CC=NO1)OCc1ccccc1,4
O=S(=O)(Nc1[nH]c2nc3ccccc3nc2c1S(=O)(=O)c1ccccc1)c1ccc2ccccc2c1,4
O=C(CN1CCC(NS(=O)(=O)c2cccs2)CC1)Nc1ccccc1,4
C(=NCc1cccc2cccnc12)N1CCN(c2nccs2)CC1,4
c1ccc(-c2nc3c(N4CCC(CN5CCOCC5)CC4)nccc3[nH]2)cc1,4
c1ccc(-c2nc3c(N4CCCN(C5CCNCC5)CC4)nccc3[nH]2)cc1,4
O=C(Nc1cnc(-n2ccnc2)nc1)C(c1ccccc1)c1ccccc1,4
O=C(Nc1ccccc1)C1CCN(c2cc(C3CC3)ncn2)CC1,4
c1ccc(-n2cc(CNCC3CCN(C4CCNCC4)CC3)cn2)cc1,4
O=C(NCCCn1ccnc1)C(=O)Nc1ccc(-c2nnc(Nc3ccccc3)s2)cc1,4
c1ccc2c(NCCCCN3CCOCC3)ccnc2c1,4
c1ccc(-c2csc3nc(-c4ccccn4)nc(NCCc4ncc[nH]4)c23)cc1,4
c1ccc(C(CNCN2CCCC2)n2ccnc2)cc1,4
c1ccc(COc2ccc(CNCCCCCCNCc3ccc(OCc4ccccc4)cc3)cc2)cc1,4
N=C(Cc1ccccc1)Nc1cc2ccccc2c(Cc2ccccc2)n1,4
c1nc2nonc2n2cnnc12,4
c1ccc(COc2ccc(Cc3cncnc3)cc2OCc2ccccc2)cc1,4
c1ccc(CC(CCNC2CCNCC2)c2ccccc2)cc1,4
O=C1CC(=O)OCC2OC(=O)N(CCCCn3cnc(-c4cccnc4)c3)C2CC(=O)CCCC(OC2CCCCO2)C1,4
c1ccc(Nc2nccc(N3CC4CCC(C4)C3)n2)cc1,4
O=C(Nc1onc2c1CCC2)c1ccc2ccccc2c1,4
c1ccc(-c2ccc(CNC3CCNCC3)o2)cc1,4
c1ccc(C(c2ccccc2)(c2ccc(CN3CCCC3)cc2)n2cncn2)cc1,4
O=C(OC1CCCOC1OC1CCOC(OC2CC3CCC4C5CCCCC5=CCC4C3C2)C1)c1ccccc1,4
c1ccc(-c2nc3c(c(N4CCC4)n2)CCC3)nc1,4
c1cc(CN2CCOCC2)ccc1COC1CC2CCCC3CCC4OOC32C(O1)O4,4
c1ccc(Cn2ccnc2)cc1,4
c1ccc(-c2ccc3nccn3n2)cc1,4
O=C(Nc1ccccc1)c1cc(-c2ccc(CN3CCOCC3)cc2)nc2ccccc12,4
c1ccc2c(CCNCCN3CCN(CCc4ccnc5ccccc45)CC3)ccnc2c1,4
C1=CC2CC1CC1=CC3(CCN(c4ccnc5ccccc45)CC3)OOC12,4
c1ccc2c(NCCCNCCNCCCNc3ccnc4ccccc34)ccnc2c1,4
c1ccc(-c2cc3ccccc3[nH]2)nc1,4
c1ccc(N2CCC(NC3CCCCC3)CC2)cc1,4
c1cncc(-c2cc(Cn3ccnc3)c3cc(CN4CCCC4)[nH]c3c2)c1,4
O=C(Nc1ccc(Nc2ncccn2)cc1)c1cncnc1,4
O=C(OCCCOC(=O)c1ccc(OCc2ccccc2)cc1)c1ccc(OCc2ccccc2)cc1,4
O=C(NCCCNCCCCNCCCNC(=O)NCCC(c1ccccc1)c1ccccc1)NCCC(c1ccccc1)c1ccccc1,4
O=C(Nc1ccccc1)Nc1cccc(-c2cnc3n2CCC3)c1,4
O=C(Nc1ccccc1)c1cnn2c1NC(c1ccccc1)=CC2c1ccccc1,4
c1cc(CN2CCCC2)cc(NCc2cn3ccnc3s2)c1,4
O=C(Nc1c[nH]c(C(=O)Nc2c[nH]c(C(=O)NCCN3CCOCC3)c2)c1)c1ccc2nc(C=Cc3ccccc3)ccc2c1,4
O=C(NCCc1ccccc1)C1CCN(C2CCNCC2)CC1,4
O=c1c2ccccc2sn1-c1ccccc1,4
c1ccc2c(c1)[nH]c1c(NCCCn3ccnc3)nccc12,4
O=C(NCC=Cc1ccccc1)NCCn1c2ccccc2c2ccncc21,4
O=C(c1ccc(Nc2nccc(NCCCCNc3ccnc4ccccc34)n2)cc1)N1CCSCC1,4
O=S(=O)(c1ccccc1)N1CC=C(c2cn(Cc3ccccc3)c3ccccc23)CC1,4
c1ccc(OCCCCCCOc2cccc(-c3cc4ccccc4o3)c2)cc1,4
C1=CN(Cc2ccccc2)CC(Cc2ccccc2)C1=[N+]1CCCCC1,4
O=C1CC2(CC2(c2ccccc2)c2ccccc2)C(=O)N1c1ccccc1,4
c1ccc2c(NCCCOCCCCOCCCNc3ccnc4ccccc34)ccnc2c1,4
c1ccc(-c2ccc(-c3cc4ccccc4[nH]3)cc2)cc1,4
c1ccc(CCn2ccc3nccnc32)cc1,4
c1ccc(-c2ccc(-c3ccccn3)o2)cc1,4
c1cc(CC2NCCc3ccccc32)cc(Oc2ccc(CC3NCCc4ccccc43)cc2)c1,4
c1ccc(C(Nc2ccnc3ccccc23)(c2ccccc2)c2ccc(CN3CCCC3)cc2)cc1,4
c1ccc(OCc2ccc(COc3ccccc3)cc2)cc1,4
O=C(C=Cc1ccccc1)c1ccc(OCc2cn(CCCNc3ccnc4ccccc34)nn2)cc1,4
O=S(=O)(NC1Cc2ccccc2N(Cc2cnc[nH]2)C1)c1c[nH]cn1,4
c1ccc(-c2nc3ccccc3nc2N2CCCNCC2)cc1,4
O=C1CC(c2ccccc2)N(Cc2ccncc2)CCCN(S(=O)(=O)c2ccccc2)CCN1,4
c1ccc(CCNCc2ccc3c(c2)CCO3)cc1,4
O=C1Nc2ccccc2C1n1nc(-c2ccccc2)cc1-c1ccccc1,4
c1ccc(N2CCN(Cc3cccc(C4NCCc5c4[nH]c4ccccc54)c3)CC2)cc1,4
c1ccc(C2CC(NC3CCC34CCC4)C2)cc1,4
c1ccc2c(N3CCC(CN4CCNCC4)CC3)ccnc2c1,4
N=C(CCc1cc2ccccc2c2ccccc12)NCc1ccccc1,4
c1ccc(-n2cc(CNc3ccnc4ccccc34)nn2)cc1,4
O=C(CCN1CCNCC1)OC1CC2CCCC3CCC4OOC32C(O4)O1,4
O=C(OCC1OC2OC3CCC4CCCC1C42OO3)c1ccco1,4
O=C(c1ccc(-c2cncc(-c3cccnc3)c2)cc1)N1CCOCC1,4
O=C(CNc1ccnc2ccccc12)NCCCOC1CCCOC1OC1CCCCNCCCCOC(=O)CCC1,4
c1ccc(C(Nc2ccnc3ccccc23)(c2ccc(CN3CCCC3)cc2)c2ccc(CN3CCCC3)cc2)cc1,4
c1ccc(C(c2ccccc2)c2ccc(CN3CCCC3)cc2)cc1,4
O=C(N1CCNCC1)n1cc(-c2ccncn2)c2ccccc21,4
O=C(NCc1ccc(N2CCNCC2)cc1)c1ccc(-c2ncon2)cc1,4
c1ccc(CNCc2ccc(N3CCNCC3)cc2)cc1,4
c1ccc2c(C(c3nnn[nH]3)N3CCOCC3)ccnc2c1,4
c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,4
c1ccc(CNCCCCCCNCc2ccccc2)cc1,4
c1ccc(COc2ccc(CNCCCNCc3ccc(OCc4ccccc4)cc3)cc2)cc1,4
O=C(Cc1ccccc1)Nc1ccc2c(c1)CN(CCc1ccccc1)C(=O)CO2,4
c1ccc(-c2nc3c(N4CCCNCC4)nccc3[nH]2)cc1,4
O=C(c1ccc(-c2cncc(-c3cccnc3)n2)cc1)N1CCCCC1,4
O=C(Nc1cc2c3c(c1)C1CCCC1CN3CC1CCCC21)c1ccccc1,4
c1ccc(-c2cc(NC3CCNCC3)c3ccccc3n2)cc1,4
O=C(CNc1ccnc2ccccc12)NCCCOC1CCCOC1OC1CCCCNCCCCOC(=O)CC(OC2CCCCO2)C1,4
c1ccc(Nc2nc3ccc(C4CCNCC4)cc3[nH]2)nc1,4
C1CC2CCOC3CC4CCC(C1)C23OO4,4
O=C1c2ccccc2SC(c2ccccc2)N1CCCNc1c2c3ccccc3nc-2[nH]c2ccccc12,4
c1coc(CN(CCNc2ccnc3ccccc23)c2nccc(N3CCNCC3)n2)c1,4
c1cncc(-c2cc3ccccc3[nH]2)c1,4
c1ccc(-c2n[nH]cc2CNCc2ccc(CN3CCCCC3)cc2)cc1,4
c1ccc2c(c1)CCC2NCCc1cccc2cccnc12,4
O=C(Nc1ccc2sc(NC(=O)c3ccccc3)nc2n1)c1ccccc1,4
O=C1CC(OC2CCCCO2)CC(OC2OCCCC2OCCCNCc2cnc3ccccc3c2)CCCCNCCCCO1,4
c1ccc(CN2CC2Cn2cc(-c3ccccc3)nn2)cc1,4
O=C(Nc1ccccc1)Nc1ccccc1NC(=O)Nc1ccccc1,4
c1ccc(-c2cc(-c3ccccc3)[n+]3nc(Cc4n[n+]5c(-c6ccccc6)cc(-c6ccccc6)nc5[nH]4)[nH]c3n2)cc1,4
c1ccc(OCCCNC2CC3CCCC32)cc1,4
c1cc(C2CCC3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)ccc1OC1CCNCC1,4
O=C(CN1CCNCC1)Nc1cc(-c2ccc(CN3CCOCC3)cc2)nc2ccccc12,4
O=C(Nc1cccc(CNc2ccnc3ccccc23)c1)c1ccco1,4
O=C(c1ccc(-c2cncc(-c3ccccc3)n2)cc1)N1CCCNCC1,4
c1ccc(-c2nc3c(NC4CCC(N5CCNCC5)CC4)nccc3[nH]2)cc1,4
c1ccc(C(Nc2ccnc3ccccc23)c2ccc(CCN3CCCC3)cc2)cc1,4
O=C(c1ccnc(Nc2nc3cnc(Nc4ccccc4)cc3[nH]2)c1)N1CCN(C2CC2)CC1,4
c1ccc(CN(CCCNc2ccnc3ccccc23)c2ccnc(N3CCNCC3)n2)nc1,4
O=C(Nc1ccnn1-c1nc2c(c(=O)[nH]1)CCC2)C(=O)NC1CCCCC1,4
O=C1C(=O)N(CCn2cc(COc3ccc(C=NNc4ccnc5ccccc45)cc3)nn2)c2ccccc21,4
O=C(Cn1cc(-c2ccccc2)[n+]2c1CCC2)OC1CCCCC1,4
c1ccc(-c2cc3cc(CNc4ncccn4)ccc3[nH]2)cc1,4
B1OCc2ccc(Oc3cccnc3)cc21,4
c1ccc(C(c2ccccc2)N2CCN(CCc3ccnc4ccccc34)CC2)cc1,4
c1ccc(CC(CN2CCCC2)Nc2ccnc3ccccc23)cc1,4
c1ccc2c(N3CCCCC3)ccnc2c1,4
O=C1C(=Cc2ccccc2)CCC1=Cc1ccccc1,4
O=C1C2=CCCCC2Oc2c1cccc2-c1cccc2c1OC1CCCC=C1C2=O,4
c1ccc(-c2ccc(-c3ccc(CNCCCCCCCCNc4ccnc5ccccc45)cc3)s2)cc1,4
O=C(c1ccnc(Nc2nc3cnc(Nc4ccccc4)cc3[nH]2)c1)N1CCCCC1,4
O=C(Cc1cn(CNc2ccnc3ccccc23)nn1)N(C1CCCCC1)C1CCCCC1,4
c1ccc2c(NCCCCNc3ccnc(N4CCNCC4)n3)ccnc2c1,4
c1ccc(CCNCc2cocn2)cc1,4
O=C(c1c[nH]c2ccccc12)c1nccc2c1[nH]c1ccccc12,4
O=C(OC=C1CC=CCC1)c1ccccc1,4
C(CCc1ccnc2ccccc12)=Nc1ccccc1,4
O=C(NCCCNc1ccnc2ccccc12)C(=O)c1ccccc1,4
c1ccc2c(NCCCn3cnc4cncnc43)ccnc2c1,4
c1ccc(COCCC2CC3CCCC4CCC5OOC43C(O2)O5)c(COCCC2CC3CCCC4CCC5OOC43C(O2)O5)c1,4
O=C(NCCCCNc1cccc2cccnc12)C(=O)c1ccccc1,4
O=C(c1ccc(-c2cncc(-c3ccccc3)n2)cc1)N1CCCCC1,4
O=C1CCCC2c3c(c4ccccc4n3Cc3ccccc3)CC(COCc3ccccc3)N12,4
O=C(c1ccc(Nc2nc(NC3CCCCC3)nc3c2ncn3-c2ccccc2)cc1)N1CCCCC1,4
c1ccc(-c2ccc(N3CCc4[nH]nc(-c5ccccc5)c4C3)nn2)cc1,4
C1CC2(CCN1)COC1(OO2)C2CC3CC(C2)CC1C3,4
c1ccc2c(NCCNc3ccnc(N4CCOCC4)n3)ccnc2c1,4
c1ccc(Nc2cc3[nH]c(CC4CC4)nc3cn2)nc1,4
O=c1[nH]cnc2c1ncn2CCN(CCOCc1ccccc1)CCP(=O)(NCCc1ccccc1)NCCc1ccccc1,4
O=C(C=Cc1ccccc1)c1ccncc1,4
O=S(=O)(c1ccccc1)N1CCC2(CC1)OOC1(CCCCC1)OO2,4
C1CCCCCCC1,4
C1CC2(CCN1)OOCOO2,4
O=C(Cn1cccc(NS(=O)(=O)c2ccccc2)c1=O)Nc1ccccc1,4
c1c(C2CCC2)nc(N2CCCC2)nc1N1CCN(C2CCCCC2)CC1,4
O=C(Nc1ccccc1)C1CCN(c2c(C(=O)N3CCCCC3)cnc3sncc23)CC1,4
O=C(CNC(=O)COc1ccccc1)NCC(c1ccccc1)c1c[nH]c2ccccc12,4
O=C(CN1CCCC1C1CCCC1)NCC1CCCCC1,4
S=C(NCCCNCCCCNCCCNC(=S)NC(c1ccccc1)c1ccccc1)NC(c1ccccc1)c1ccccc1,4
S=C(NCCCNCCCCCCNCCCNC(=S)NC(c1ccccc1)c1ccccc1)NC(c1ccccc1)c1ccccc1,4
c1ccc2c(NCc3c[nH]nn3)ccnc2c1,4
c1ccc(-c2nc(NCCN3CCCCC3)c3oc(-c4ccccc4)nc3n2)cc1,4
O=S(=O)(c1ccccc1)N1CCC(Oc2ccncc2)C1,4
c1ccc2c(Nc3ccc4sc(NCCN5CCOCC5)nc4c3)ccnc2c1,4
c1ccc(C2(c3ccccc3)OC(CCc3ccco3)Nc3ccccc32)cc1,4
O=C(CNC(=O)CNC(=O)c1ccc(Oc2ccccc2)cc1)NCCCNc1ccnc2ccccc12,4
O=S(=O)(NCCNCCCCNc1ccnc2ccccc12)c1cccc2ccccc12,4
O=C(NC1CCCCC1)C1Cn2nc(-c3ccccc3)cc2C(=O)N1c1ccccc1,4
c1ccc2c(NCCn3cnc4cncnc43)ccnc2c1,4
c1ccc(-c2cc(-c3ccccn3)on2)cc1,4
O=C1CCCC(OC2OCCCC2OCCCNCc2cnc3ccccc3c2)CCCCNCCCCO1,4
c1ccc(-c2cc(-c3cccnc3)on2)cc1,4
O=C(CCCNc1ccnc2ccccc12)NCCCOC1CCCOC1OC1CCCCNCCCCOC(=O)CC(OC2CCCCO2)C1,4
O=C(C[n+]1nc(CNc2ccccc2)n2c1CCCCC2)c1ccccc1,4
C=C1C2CCC3C(c4ccoc4)CC(=O)CC13OC1CCCCC12,4
O=C(CN1CCCCC1)OC1CC2(N3CCCC3)CC(c3ccccc3)C1C(c1ccccc1)C2,4
