epoch,step,train_loss_epoch,train_loss_step,val/mae,val/mse,val/rmse,val_loss
0,49,,0.7177685499191284,,,,
0,99,,0.8971133232116699,,,,
0,149,,0.5578067302703857,,,,
0,199,,0.7479261159896851,,,,
0,249,,0.7584819793701172,,,,
0,299,,0.742356538772583,,,,
0,349,,0.5724121332168579,,,,
0,399,,0.4488142132759094,,,,
0,449,,0.6761075854301453,,,,
0,480,,,0.66347736120224,0.7612857818603516,0.872516930103302,0.7612829804420471
0,480,0.5858367085456848,,,,,
1,499,,0.5572946667671204,,,,
1,549,,0.463433176279068,,,,
1,599,,0.4494439363479614,,,,
1,649,,0.47774606943130493,,,,
1,699,,0.5206289887428284,,,,
1,749,,0.6192501783370972,,,,
1,799,,0.33442071080207825,,,,
1,849,,0.4853443503379822,,,,
1,899,,0.5094138383865356,,,,
1,949,,0.4205498695373535,,,,
1,961,,,0.5428586602210999,0.4906218647956848,0.7004440426826477,0.4906255900859833
1,961,0.48740702867507935,,,,,
2,999,,0.5815507173538208,,,,
2,1049,,0.533881425857544,,,,
2,1099,,0.32717064023017883,,,,
2,1149,,0.5306317806243896,,,,
2,1199,,0.2736758589744568,,,,
2,1249,,0.42729663848876953,,,,
2,1299,,0.30044469237327576,,,,
2,1349,,0.502193808555603,,,,
2,1399,,0.3643406629562378,,,,
2,1442,,,0.5523802638053894,0.49541175365448,0.7038549184799194,0.49540838599205017
2,1442,0.42285242676734924,,,,,
3,1449,,0.5411672592163086,,,,
3,1499,,0.3400037884712219,,,,
3,1549,,0.2882683277130127,,,,
3,1599,,0.2741972506046295,,,,
3,1649,,0.27102503180503845,,,,
3,1699,,0.436107873916626,,,,
3,1749,,0.55080246925354,,,,
3,1799,,0.45177972316741943,,,,
3,1849,,0.3923858106136322,,,,
3,1899,,0.3400089740753174,,,,
3,1923,,,0.4854475259780884,0.4055938720703125,0.6368625164031982,0.40558862686157227
3,1923,0.3654564321041107,,,,,
4,1949,,0.3417160212993622,,,,
4,1999,,0.29657620191574097,,,,
4,2049,,0.316908061504364,,,,
4,2099,,0.40139585733413696,,,,
4,2149,,0.3883306384086609,,,,
4,2199,,0.29623663425445557,,,,
4,2249,,0.3346371352672577,,,,
4,2299,,0.4409951865673065,,,,
4,2349,,0.26064369082450867,,,,
4,2399,,0.2707546055316925,,,,
4,2404,,,0.46128755807876587,0.375650018453598,0.6129029393196106,0.3756517171859741
4,2404,0.3350866734981537,,,,,
5,2449,,0.279276967048645,,,,
5,2499,,0.3273247480392456,,,,
5,2549,,0.30880874395370483,,,,
5,2599,,0.3649839758872986,,,,
5,2649,,0.30384260416030884,,,,
5,2699,,0.2875322103500366,,,,
5,2749,,0.3531530499458313,,,,
5,2799,,0.35861387848854065,,,,
5,2849,,0.2980819344520569,,,,
5,2885,,,0.45135030150413513,0.35352224111557007,0.5945773720741272,0.35353073477745056
5,2885,0.3117257356643677,,,,,
6,2899,,0.270855188369751,,,,
6,2949,,0.21083566546440125,,,,
6,2999,,0.3471004366874695,,,,
6,3049,,0.17172980308532715,,,,
