epoch,step,train_loss_epoch,train_loss_step,val/mae,val/mse,val/rmse,val_loss
0,49,,0.6639931201934814,,,,
0,99,,0.5495707988739014,,,,
0,149,,0.49263980984687805,,,,
0,199,,0.5226602554321289,,,,
0,249,,0.5403237342834473,,,,
0,299,,0.8060711026191711,,,,
0,349,,0.6939005851745605,,,,
0,399,,0.46473976969718933,,,,
0,404,,,0.6433436274528503,0.6739227175712585,0.8209279775619507,0.673927366733551
0,404,0.646189272403717,,,,,
1,449,,0.40588241815567017,,,,
1,499,,0.5486398339271545,,,,
1,549,,0.4399159848690033,,,,
1,599,,0.5005959272384644,,,,
1,649,,0.5192910432815552,,,,
1,699,,0.4693130850791931,,,,
1,749,,0.6358429193496704,,,,
1,799,,0.49581098556518555,,,,
1,809,,,0.6459701657295227,0.6634248495101929,0.8145089745521545,0.66338711977005
1,809,0.5225628614425659,,,,,
2,849,,0.5155276656150818,,,,
2,899,,0.6546828746795654,,,,
2,949,,0.6258258819580078,,,,
2,999,,0.3803318738937378,,,,
2,1049,,0.47885364294052124,,,,
2,1099,,0.47008994221687317,,,,
2,1149,,0.4711746573448181,,,,
2,1199,,0.32064706087112427,,,,
2,1214,,,0.5802268981933594,0.5526009202003479,0.743371307849884,0.5525807738304138
2,1214,0.4460906386375427,,,,,
3,1249,,0.2940986454486847,,,,
3,1299,,0.36172759532928467,,,,
3,1349,,0.28869614005088806,,,,
3,1399,,0.49476158618927,,,,
3,1449,,0.30741769075393677,,,,
3,1499,,0.39128226041793823,,,,
3,1549,,0.3618645966053009,,,,
3,1599,,0.33234816789627075,,,,
3,1619,,,0.465059369802475,0.3856850266456604,0.6210354566574097,0.3856915235519409
3,1619,0.3826804757118225,,,,,
4,1649,,0.23303262889385223,,,,
4,1699,,0.37758123874664307,,,,
4,1749,,0.39274030923843384,,,,
4,1799,,0.46917107701301575,,,,
4,1849,,0.22103732824325562,,,,
4,1899,,0.3468008041381836,,,,
4,1949,,0.3149169683456421,,,,
4,1999,,0.2786391079425812,,,,
4,2024,,,0.45063990354537964,0.3556080162525177,0.5963287949562073,0.35561421513557434
4,2024,0.34835347533226013,,,,,
5,2049,,0.48492276668548584,,,,
5,2099,,0.2825833559036255,,,,
5,2149,,0.24496281147003174,,,,
5,2199,,0.2889595627784729,,,,
