Document ChEMBL ID,year
CHEMBL1149909,2008.0
CHEMBL3232776,2014.0
CHEMBL4627349,2020.0
CHEMBL4368895,2019.0
CHEMBL4376849,2020.0
CHEMBL2331443,2013.0
CHEMBL3046546,2011.0
CHEMBL4261502,2017.0
CHEMBL3580559,2015.0
CHEMBL4342516,2020.0
CHEMBL4190194,2017.0
CHEMBL1143929,2008.0
CHEMBL1157129,2010.0
CHEMBL4145624,2018.0
CHEMBL2331487,2013.0
CHEMBL4145568,2018.0
CHEMBL4257512,2018.0
CHEMBL1153785,2009.0
CHEMBL4325903,2019.0
CHEMBL2311460,2013.0
CHEMBL1151818,2009.0
CHEMBL2331226,2013.0
CHEMBL1156431,2007.0
CHEMBL1148256,2004.0
CHEMBL3046787,2012.0
CHEMBL3259693,2014.0
CHEMBL3232972,2014.0
CHEMBL4308877,2019.0
CHEMBL4311997,2019.0
CHEMBL4406820,2019.0
CHEMBL2413038,2013.0
CHEMBL4270646,2018.0
CHEMBL1811885,2011.0
CHEMBL2434892,2013.0
CHEMBL4390670,2019.0
CHEMBL4368928,2019.0
CHEMBL2331171,2013.0
CHEMBL2331463,2013.0
CHEMBL1806493,2011.0
CHEMBL3286095,2014.0
CHEMBL2331318,2013.0
CHEMBL4376805,2019.0
CHEMBL4308849,2018.0
CHEMBL1759873,2011.0
CHEMBL3217673,2012.0
CHEMBL3862027,2016.0
CHEMBL2176997,2012.0
CHEMBL2177020,2012.0
CHEMBL4270535,2018.0
CHEMBL4266001,2018.0
CHEMBL1687894,2011.0
CHEMBL2331228,2013.0
CHEMBL1765028,2011.0
CHEMBL2413007,2013.0
CHEMBL2417506,2013.0
CHEMBL4325824,2018.0
CHEMBL3217710,2012.0
CHEMBL3217655,2012.0
CHEMBL2390835,2013.0
CHEMBL2321688,2013.0
CHEMBL2321657,2013.0
CHEMBL3286299,2014.0
CHEMBL3576798,2015.0
CHEMBL2311477,2013.0
CHEMBL1909597,2011.0
CHEMBL4270551,2018.0
CHEMBL4229376,2018.0
CHEMBL3352032,2014.0
CHEMBL3091453,2013.0
CHEMBL4825701,2021.0
CHEMBL2311414,2013.0
CHEMBL2034875,2012.0
CHEMBL5331119,2023.0
CHEMBL2331468,2013.0
CHEMBL2176898,2011.0
CHEMBL4364320,2019.0
CHEMBL1153331,2009.0
CHEMBL1155337,2009.0
CHEMBL4145616,2018.0
CHEMBL1139394,2008.0
CHEMBL4145579,2018.0
CHEMBL4265980,2018.0
CHEMBL4130575,2017.0
CHEMBL1158825,2005.0
CHEMBL4261592,2018.0
CHEMBL2407025,2013.0
CHEMBL4265952,2018.0
CHEMBL1154149,2009.0
CHEMBL2311534,2013.0
CHEMBL4266046,2018.0
CHEMBL4402530,2019.0
CHEMBL3108704,2014.0
CHEMBL2176899,2012.0
CHEMBL2321705,2013.0
CHEMBL1150789,2007.0
CHEMBL1800050,2011.0
CHEMBL3286295,2014.0
CHEMBL3352629,2015.0
CHEMBL2176916,2012.0
CHEMBL5247624,2022.0
CHEMBL1143659,2007.0
CHEMBL3627607,2015.0
CHEMBL5244217,2018.0
CHEMBL5252643,2023.0
CHEMBL1914364,2011.0
CHEMBL4354789,2019.0
CHEMBL1147098,2007.0
CHEMBL4311966,2019.0
CHEMBL2440016,2013.0
CHEMBL1143585,2005.0
CHEMBL1773047,2011.0
CHEMBL1770111,2011.0
CHEMBL3232740,2014.0
CHEMBL3414460,2015.0
CHEMBL4118047,2017.0
CHEMBL4043116,2017.0
CHEMBL4414669,2019.0
CHEMBL4425159,2016.0
CHEMBL4316637,2019.0
CHEMBL4316625,2019.0
CHEMBL1136149,2003.0
CHEMBL4480462,2019.0
CHEMBL1144274,2005.0
CHEMBL5344418,2023.0
CHEMBL1155459,2009.0
CHEMBL1159062,2010.0
CHEMBL5107956,2022.0
CHEMBL2046338,2012.0
CHEMBL2380308,2013.0
CHEMBL3351661,2014.0
CHEMBL3124935,2014.0
CHEMBL1157837,2010.0
CHEMBL5214906,2021.0
CHEMBL5223077,2021.0
CHEMBL4706734,2021.0
CHEMBL5126655,2022.0
CHEMBL5335820,2024.0
CHEMBL5126551,2022.0
CHEMBL1148131,2002.0
CHEMBL3112478,2014.0
CHEMBL1148657,2006.0
CHEMBL4673303,2020.0
CHEMBL1136538,2003.0
CHEMBL3352153,2014.0
CHEMBL3769335,2016.0
CHEMBL3217636,2011.0
CHEMBL1142961,2007.0
CHEMBL3352318,2014.0
CHEMBL3352211,2014.0
CHEMBL3351873,2014.0
CHEMBL1156370,2001.0
CHEMBL1137812,2002.0
CHEMBL1275395,2010.0
CHEMBL1255558,2010.0
CHEMBL1909555,2011.0
CHEMBL1926567,2011.0
CHEMBL1146121,2006.0
CHEMBL1944624,2012.0
CHEMBL3407376,2015.0
CHEMBL1146972,2006.0
CHEMBL4699394,2020.0
CHEMBL1157951,2006.0
CHEMBL1157285,2006.0
CHEMBL5136979,2021.0
CHEMBL1938234,2011.0
CHEMBL3751681,2016.0
CHEMBL5338711,2022.0
CHEMBL3414452,2015.0
CHEMBL1926585,2011.0
CHEMBL2311501,2013.0
CHEMBL1143891,2008.0
CHEMBL2439960,2013.0
CHEMBL5150018,2022.0
CHEMBL1153894,2009.0
CHEMBL1151174,2004.0
CHEMBL1629706,2010.0
CHEMBL4251685,2018.0
CHEMBL3351854,2014.0
CHEMBL5244255,2020.0
CHEMBL2069294,2012.0
CHEMBL4266002,2018.0
CHEMBL5038636,2022.0
CHEMBL5335837,2024.0
CHEMBL5113554,2022.0
CHEMBL3588748,2015.0
CHEMBL2321701,2013.0
CHEMBL1773069,2011.0
CHEMBL1153808,2009.0
CHEMBL3861967,2016.0
CHEMBL1157223,2006.0
CHEMBL3785025,2016.0
CHEMBL1158457,2009.0
CHEMBL1151952,2009.0
CHEMBL3994637,2017.0
CHEMBL1671697,2010.0
CHEMBL5104093,2021.0
CHEMBL4609974,2019.0
CHEMBL1140676,2007.0
CHEMBL1158776,2005.0
CHEMBL1157896,2010.0
CHEMBL1221380,2010.0
CHEMBL1158744,2005.0
CHEMBL5260792,2018.0
CHEMBL4411267,2019.0
CHEMBL5390311,2023.0
CHEMBL5385927,2024.0
CHEMBL4219154,2018.0
CHEMBL1141666,2008.0
CHEMBL5335829,2024.0
CHEMBL5257137,2023.0
CHEMBL425,
CHEMBL1155743,2001.0
CHEMBL4431313,2016.0
CHEMBL1155126,2008.0
CHEMBL1158859,1997.0
CHEMBL1154139,2008.0
CHEMBL5365475,2023.0
CHEMBL5370571,2023.0
CHEMBL5370686,2023.0
CHEMBL1275341,2010.0
CHEMBL2062520,2012.0
CHEMBL1141288,2007.0
CHEMBL3396969,2015.0
CHEMBL4610091,2020.0
CHEMBL4610099,2020.0
CHEMBL4831481,2021.0
CHEMBL2407016,2013.0
CHEMBL4819078,2021.0
CHEMBL3813686,2016.0
CHEMBL3286375,2014.0
CHEMBL3286300,2014.0
CHEMBL1772945,2011.0
CHEMBL4828775,2021.0
CHEMBL4414578,2019.0
CHEMBL4837190,2021.0
CHEMBL5154843,2022.0
CHEMBL5241101,2021.0
CHEMBL1152686,2009.0
CHEMBL5316372,2023.0
CHEMBL4190199,2017.0
CHEMBL1921762,2011.0
CHEMBL1152732,2009.0
CHEMBL5390285,2023.0
CHEMBL5365444,2023.0
CHEMBL4308917,2019.0
CHEMBL4732202,2021.0
CHEMBL1150639,2002.0
CHEMBL4706610,2020.0
CHEMBL1687941,2011.0
CHEMBL1146425,1997.0
CHEMBL5143562,2022.0
CHEMBL1157819,2010.0
CHEMBL4619800,2020.0
CHEMBL4613217,2020.0
CHEMBL4613311,2020.0
CHEMBL4613224,2020.0
CHEMBL4433224,2019.0
CHEMBL1143074,2008.0
CHEMBL1153391,2009.0
CHEMBL5036375,2022.0
CHEMBL1681701,2011.0
CHEMBL1157059,2010.0
CHEMBL5149963,2021.0
CHEMBL1151723,2008.0
CHEMBL3259603,2014.0
CHEMBL1772933,2011.0
CHEMBL4715758,2016.0
CHEMBL4616581,2019.0
CHEMBL4610067,2020.0
CHEMBL1649361,2010.0
CHEMBL1649570,2009.0
CHEMBL4342427,2020.0
CHEMBL4184137,2017.0
CHEMBL4725452,2020.0
CHEMBL4118022,2017.0
CHEMBL4402546,2020.0
CHEMBL4334528,2019.0
CHEMBL1212749,2010.0
CHEMBL4622876,2020.0
CHEMBL4251583,2018.0
CHEMBL4814068,2021.0
CHEMBL4184306,2018.0
CHEMBL4304799,2019.0
CHEMBL4316632,2019.0
CHEMBL4316623,2019.0
CHEMBL1142099,2007.0
CHEMBL4261504,2017.0
CHEMBL3217651,2012.0
CHEMBL3351772,2014.0
CHEMBL1146417,1997.0
CHEMBL4602662,2020.0
CHEMBL1149907,2008.0
CHEMBL1141307,2007.0
CHEMBL4043153,2017.0
CHEMBL2417478,2013.0
CHEMBL3407434,2015.0
CHEMBL2021880,2011.0
CHEMBL3232714,2014.0
CHEMBL1275588,2010.0
CHEMBL4190226,2017.0
CHEMBL2384958,2013.0
CHEMBL4330162,2019.0
CHEMBL4130513,2017.0
CHEMBL3853309,2016.0
CHEMBL3734661,2015.0
CHEMBL1255275,2008.0
CHEMBL3826888,2016.0
CHEMBL1153730,2009.0
CHEMBL1177889,2010.0
CHEMBL1139229,2007.0
CHEMBL5321250,2023.0
CHEMBL5244230,2020.0
CHEMBL5321233,2023.0
CHEMBL2057148,2012.0
CHEMBL4043077,2017.0
CHEMBL2062526,2012.0
CHEMBL3877275,2017.0
CHEMBL1157110,2010.0
CHEMBL2040716,2012.0
CHEMBL1146017,2006.0
CHEMBL4266036,2018.0
CHEMBL1157341,2006.0
CHEMBL1142213,2007.0
CHEMBL2169798,2012.0
CHEMBL4130614,2018.0
CHEMBL3232831,2014.0
CHEMBL4699595,2020.0
CHEMBL3352019,2014.0
CHEMBL2434868,2013.0
CHEMBL5260848,2020.0
CHEMBL2062508,2012.0
CHEMBL4699633,2020.0
CHEMBL2331197,2013.0
CHEMBL5233268,2021.0
CHEMBL2086333,2012.0
CHEMBL4414591,2019.0
CHEMBL1149465,2006.0
CHEMBL1157062,2010.0
CHEMBL5260799,2017.0
CHEMBL2203011,2012.0
CHEMBL4028863,2017.0
CHEMBL1157979,2006.0
CHEMBL1140671,2007.0
CHEMBL1145843,2003.0
CHEMBL1138782,2004.0
CHEMBL1134372,2001.0
CHEMBL4811216,2020.0
CHEMBL1156161,2010.0
CHEMBL1649235,2009.0
CHEMBL4311937,2019.0
CHEMBL5380879,2023.0
CHEMBL1155769,2007.0
CHEMBL1154756,2010.0
CHEMBL3352270,2014.0
CHEMBL3632503,2015.0
CHEMBL3085644,2013.0
CHEMBL4602682,2020.0
CHEMBL4813929,2021.0
CHEMBL1149698,2007.0
CHEMBL5104111,2022.0
CHEMBL5329145,2023.0
CHEMBL5385941,2024.0
CHEMBL1138951,2006.0
CHEMBL1153194,2010.0
CHEMBL5053539,2021.0
CHEMBL2321756,2013.0
CHEMBL1255433,2010.0
CHEMBL3286377,2014.0
CHEMBL5385919,2024.0
CHEMBL4627252,2020.0
CHEMBL4229471,2018.0
CHEMBL1149189,2004.0
CHEMBL1773014,2011.0
CHEMBL1765012,2011.0
CHEMBL5113368,2021.0
CHEMBL5226321,2021.0
CHEMBL5380851,2023.0
CHEMBL5104191,2022.0
CHEMBL3576858,2015.0
CHEMBL5385926,2024.0
CHEMBL4396911,2019.0
CHEMBL1130066,1997.0
CHEMBL1129510,1996.0
CHEMBL5230136,2021.0
CHEMBL1154804,2009.0
CHEMBL1142863,2007.0
CHEMBL1147250,2003.0
CHEMBL1146523,2003.0
CHEMBL1157266,2006.0
CHEMBL1250478,2010.0
