split,fold,fold_test_rmse,external_rmse
umap_hdb,1,6.476353168487549,6.452577114105225
umap_hdb,2,6.286670207977295,6.425403594970703
umap_hdb,3,6.130895614624023,6.3624749183654785
umap_hdb,4,6.211009502410889,6.420924663543701
umap_hdb,5,6.1870598793029785,6.297026634216309
