split,fold,fold_test_rmse,external_rmse
scaffold,1,6.3643622398376465,6.370014190673828
scaffold,2,6.173439025878906,6.407822608947754
scaffold,3,6.170897483825684,6.3601884841918945
scaffold,4,6.197999477386475,6.383806228637695
scaffold,5,6.330036640167236,6.418578624725342
